path,file_type,category,canonical_owner,cpp_badge,saa_badge,has_references,has_internal_links,phase_status_reference,last_verification_date,qa_risk,planned_review,notes
15-comparisons-and-decision-guides/networking/04-dns-edge-and-global-routing.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 3: AWS-025,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/networking/README.md,navigation,15-comparisons-and-decision-guides,no,true,true,false,true,Phase 7 volatile or navigation review,2026-07-23,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/operations/01-cloudwatch-vs-cloudtrail-vs-config.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 6: AWS-037,2026-07-24,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/operations/README.md,navigation,15-comparisons-and-decision-guides,no,true,true,false,true,Phase 7 volatile or navigation review,not-recorded,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/security/01-security-service-selection.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 6: AWS-036,2026-07-24,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/security/README.md,navigation,15-comparisons-and-decision-guides,no,true,true,false,true,Phase 7 volatile or navigation review,not-recorded,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/storage/README.md,navigation,15-comparisons-and-decision-guides,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
16-exam-preparation/01-cpp-scenario-reasoning.md,exam-preparation,16-exam-preparation,no,true,false,true,true,Phase 6 Batch 10: AWS-051,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
16-exam-preparation/02-saa-architecture-scenario-reasoning.md,exam-preparation,16-exam-preparation,no,false,true,true,true,Phase 6 Batch 10: AWS-052,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
16-exam-preparation/README.md,navigation,16-exam-preparation,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
90-archive/README.md,navigation,90-archive,no,false,false,false,true,Phase 7 volatile or navigation review,not-recorded,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
README.md,control-or-navigation,README.md,no,false,false,false,true,Phase 6 Batch 10: AWS-054,not-recorded,critical,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
docs/certification-audit/BADGE-ACCURACY-AUDIT.csv,canonical-lesson,docs,no,false,false,false,false,Phase 6 Batch 10: AWS-053,not-recorded,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
docs/certification-audit/CPP-COVERAGE-DASHBOARD.md,control-or-navigation,docs,no,false,false,false,false,Phase 6 final reconciliation,2026-07-25,critical,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
docs/certification-audit/SAA-COVERAGE-DASHBOARD.md,control-or-navigation,docs,no,false,false,false,false,Phase 6 final reconciliation,2026-07-25,critical,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
docs/content-implementation/PHASE-6-COMPLETION-SUMMARY.md,canonical-lesson,docs,no,false,false,false,false,Phase 6 final reconciliation,not-recorded,critical,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
docs/content-implementation/PHASE-6-FINAL-BACKLOG-RECONCILIATION.csv,control-or-navigation,docs,no,false,false,false,false,Phase 6 final reconciliation,not-recorded,critical,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
docs/content-implementation/PHASE-6-FINAL-COVERAGE-RECONCILIATION.md,control-or-navigation,docs,no,false,false,false,false,Phase 6 final reconciliation,2026-07-25,critical,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
docs/content-implementation/PHASE-6-FINAL-VALIDATION.md,control-or-navigation,docs,no,false,false,false,false,Phase 6 final reconciliation,2026-07-25,critical,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
