canonical_path,current_cpp_badge,current_saa_badge,recommended_cpp_badge,recommended_saa_badge,evidence,confidence,action_required,notes
10-monitoring-management-and-deployment/aws-x-ray/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/README.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
10-monitoring-management-and-deployment/service-quotas/01-overview.md,true,false,true,false,Body depth: CPP awareness; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
11-migration-and-hybrid-cloud/aws-database-migration-service/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
11-migration-and-hybrid-cloud/aws-datasync/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
11-migration-and-hybrid-cloud/aws-schema-conversion-tool/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
11-migration-and-hybrid-cloud/README.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,true,true,true,true,fundamental CPP and scenario-ready SAA pricing evidence,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,true,true,true,true,fundamental CPP and scenario-ready SAA transfer-cost evidence,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md,false,false,false,false,Body depth: CPP awareness; SAA scenario-ready,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-billing-and-cost-management/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
12-billing-pricing-and-support/aws-billing-conductor/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-budgets/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-cost-allocation-tags/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-cost-and-usage-reports/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-cost-explorer/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-health-dashboard/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-repost/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-support/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/aws-support/02-support-plans.md,true,false,true,false,fundamental CPP Support evidence; SAA badge not warranted,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
12-billing-pricing-and-support/aws-support/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/customer-enablement/aws-guidance/01-study-guide.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/customer-enablement/aws-managed-services/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/customer-enablement/aws-partner-network/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/customer-enablement/aws-professional-services/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,false,false,false,false,Body depth: CPP awareness; SAA scenario-ready,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/customer-enablement/aws-trust-and-safety/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
12-billing-pricing-and-support/README.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,true,true,true,true,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
13-architecture-and-design-patterns/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,false,false,false,false,Body depth: CPP fundamental; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
13-architecture-and-design-patterns/transport-layer-security/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,true,false,true,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,true,false,true,false,Body depth: CPP mention-only; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-translate/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/business-applications/amazon-connect/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/business-applications/aws-amplify/01-overview.md,true,false,true,false,Body depth: CPP mention-only; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot-greengrass/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/README.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/identity-and-governance/01-root-user-vs-iam.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
15-comparisons-and-decision-guides/identity-and-governance/02-organizations-vs-control-tower.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
15-comparisons-and-decision-guides/identity-and-governance/03-users-groups-and-roles.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
15-comparisons-and-decision-guides/identity-and-governance/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/migration/01-datasync-vs-dms.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,false,false,false,false,Body depth: CPP mention-only; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
15-comparisons-and-decision-guides/migration/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/networking/01-cloudfront-vs-global-accelerator.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
15-comparisons-and-decision-guides/networking/02-vpc-connectivity-options.md,true,true,true,true,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation confirmed the evidence-supported badge state. Checked 2026-07-25.
15-comparisons-and-decision-guides/networking/README.md,true,true,true,true,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/README.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/storage/01-file-gateway-vs-volume-gateway.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/storage/02-storage-gateway-family.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
15-comparisons-and-decision-guides/storage/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
16-exam-preparation/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
13-architecture-and-design-patterns/01-highly-available-web-applications.md,true,true,true,true,Batch 7 body supports CPP fundamental and SAA scenario-ready depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
13-architecture-and-design-patterns/02-disaster-recovery-strategies.md,true,true,true,true,Batch 7 body supports CPP fundamental and SAA scenario-ready depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
13-architecture-and-design-patterns/03-event-driven-and-decoupled-systems.md,true,true,true,true,Batch 7 body supports CPP fundamental and SAA scenario-ready depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
13-architecture-and-design-patterns/04-serverless-application-patterns.md,true,true,true,true,Batch 7 body supports CPP fundamental and SAA scenario-ready depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/cost/01-cost-management-tool-selection.md,true,true,true,true,fundamental CPP and scenario-ready SAA cost-selection evidence,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/analytics/01-kinesis-and-data-firehose.md,true,true,true,true,CPP awareness and SAA architecture streaming evidence,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/analytics/02-analytics-service-selection.md,true,true,true,true,CPP fundamental and SAA architecture analytics-selection evidence,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/01-service-recognition-guide.md,true,false,true,false,CPP service-recognition evidence; no standalone SAA architecture depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
16-exam-preparation/01-cpp-scenario-reasoning.md,true,false,true,false,CPP fundamental scenario reasoning; SAA not applicable,high,none,Batch 10 badge decision verified against official exam-guide purpose and page-level depth on 2026-07-25.
16-exam-preparation/02-saa-architecture-scenario-reasoning.md,false,true,false,true,CPP not applicable; SAA scenario-ready architecture reasoning,high,none,Batch 10 badge decision verified against official exam-guide purpose and page-level depth on 2026-07-25.
