canonical_path,title,main_category,services_mentioned,concepts_covered,current_cpp_badge,current_saa_badge,actual_cpp_depth,actual_saa_depth,architecture_scenarios,comparisons,pricing_content,security_content,resilience_content,official_references,last_verified,content_quality,terminology_status,fact_review_required,navigation_status,notes
07-networking-and-content-delivery/amazon-vpc/04-endpoint-services.md,VPC Endpoint Services,07-networking-and-content-delivery,AWS PrivateLink; Amazon DynamoDB; Amazon S3,multi-account governance; Multi-AZ design; AWS Support resources; AWS Partner Network,false,false,mention-only,intermediate,yes,yes,no,no,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 984 words; 28 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-vpc/05-vpc-peering.md,VPC Peering,07-networking-and-content-delivery,AWS Direct Connect; AWS PrivateLink; AWS Transit Gateway; Amazon VPC,hybrid connectivity,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 883 words; 18 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-vpc/06-customer-gateway.md,Customer Gateway (CGW),07-networking-and-content-delivery,AWS CLI; AWS Client VPN; AWS Direct Connect; AWS Site-to-Site VPN; AWS Transit Gateway,Multi-AZ design; hybrid connectivity; AWS Support resources; AWS Support Center and plans; AWS Knowledge Center,false,false,awareness,intermediate,yes,yes,no,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1632 words; 40 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-vpc/07-virtual-private-gateway.md,Virtual Private Gateway (VGW),07-networking-and-content-delivery,AWS Direct Connect; AWS Site-to-Site VPN; Amazon VPC,hybrid connectivity; AWS Support resources; AWS Support Center and plans,false,false,mention-only,intermediate,no,yes,no,no,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1209 words; 34 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-vpc/08-nat-gateway.md,AWS NAT Gateway,07-networking-and-content-delivery,Amazon S3,AWS Support resources; AWS APIs,false,false,awareness,architecture-and-design,yes,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1539 words; 42 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-vpc/README.md,Amazon Vpc,07-networking-and-content-delivery,Amazon VPC,,false,false,mention-only,mention-only,no,no,no,yes,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 98 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/aws-direct-connect/01-overview.md,AWS Direct Connect,07-networking-and-content-delivery,AWS Direct Connect; AWS Transit Gateway; Amazon S3; Amazon VPC,Multi-AZ design; hybrid connectivity; data transfer costs; AWS Support resources; AWS Partner Network; AWS Support Center and plans,false,false,mention-only,awareness,no,yes,no,yes,yes,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 809 words; 27 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/aws-global-accelerator/01-overview.md,AWS Global Accelerator,07-networking-and-content-delivery,AWS Global Accelerator; Amazon CloudFront; Amazon Route 53; Elastic Load Balancing,high availability; caching; load balancing; Multi-AZ design; Multi-Region design; AWS APIs,false,false,mention-only,intermediate,yes,yes,no,no,yes,,not-stated,adequate,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 803 words; 16 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md,AWS Global Accelerator Static IPs,07-networking-and-content-delivery,AWS Global Accelerator; Amazon CloudFront; Amazon Route 53; Elastic Load Balancing,high availability; disaster recovery; caching; load balancing; Multi-AZ design; Multi-Region design; AWS Support resources; AWS APIs; AWS Partner Network,false,false,mention-only,intermediate,yes,yes,no,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1103 words; 31 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/aws-global-accelerator/README.md,Aws Global Accelerator,07-networking-and-content-delivery,AWS Global Accelerator,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 63 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/aws-transit-gateway/01-overview.md,AWS Transit Gateway,07-networking-and-content-delivery,AWS Direct Connect; AWS Resource Access Manager; AWS Transit Gateway,multi-account governance; Multi-AZ design; Multi-Region design; VPC segmentation and routing; hybrid connectivity; AWS Support Center and plans,false,false,mention-only,intermediate,yes,yes,no,no,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 708 words; 17 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,AWS Networking – Complete Cloud Practitioner Study Guide,07-networking-and-content-delivery,AWS CLI; AWS Client VPN; AWS Direct Connect; AWS PrivateLink; AWS Site-to-Site VPN; AWS Support; AWS Transit Gateway; Amazon DynamoDB; Amazon S3,high availability; multi-account governance; stateless architecture; Multi-AZ design; Multi-Region design; object block and file storage; VPC segmentation and routing; hybrid connectivity; data transfer costs; AWS Support resources; AWS APIs; AWS Partner Network,false,false,awareness,architecture-and-design,yes,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 6421 words; 181 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/README.md,Networking And Content Delivery,07-networking-and-content-delivery,AWS Direct Connect; AWS Global Accelerator; AWS Transit Gateway; Amazon CloudFront; Amazon Route 53; Amazon VPC,,false,false,awareness,awareness,no,no,no,yes,no,,not-stated,partial,current-or-no-issue-detected,yes,category-index,Body inspected; 194 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
08-serverless-and-application-integration/amazon-api-gateway/01-overview.md,Amazon API Gateway,08-serverless-and-application-integration,AWS AppSync; AWS Lambda; AWS WAF; Amazon API Gateway; Amazon CloudFront; Amazon CloudWatch; Amazon Cognito; Amazon EC2; Amazon ECS; Amazon EKS; Elastic Load Balancing,infrastructure as code; caching; load balancing; Multi-AZ design; AWS APIs; AWS Partner Network; AWS Professional Services,false,false,awareness,architecture-and-design,yes,yes,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1782 words; 58 headings. Automated evidence inventory requires human confirmation before implementation.
08-serverless-and-application-integration/amazon-ses/01-overview.md,Amazon Simple Email Service (Amazon SES),08-serverless-and-application-integration,AWS Management Console; Amazon SES; Amazon SNS; Amazon SQS,multi-account governance; decoupling; Multi-AZ design; Multi-Region design; AWS Management Console and AWS CLI,false,false,awareness,intermediate,no,yes,yes,no,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1263 words; 42 headings. Automated evidence inventory requires human confirmation before implementation.
08-serverless-and-application-integration/amazon-sqs/01-overview.md,Amazon Simple Queue Service (Amazon SQS),08-serverless-and-application-integration,AWS KMS; AWS Lambda; Amazon EventBridge; Amazon MQ; Amazon SNS; Amazon SQS,high availability; fault tolerance; decoupling; Auto Scaling; Multi-AZ design,false,false,awareness,intermediate,no,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1433 words; 48 headings. Automated evidence inventory requires human confirmation before implementation.
08-serverless-and-application-integration/aws-appsync/01-overview.md,AWS AppSync,08-serverless-and-application-integration,AWS Amplify; AWS AppSync; AWS Lambda; Amazon API Gateway; Amazon DynamoDB,infrastructure as code; Auto Scaling; Multi-AZ design; AWS APIs,false,false,awareness,intermediate,yes,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1529 words; 66 headings. Automated evidence inventory requires human confirmation before implementation.
08-serverless-and-application-integration/README.md,Serverless And Application Integration,08-serverless-and-application-integration,AWS AppSync; Amazon API Gateway; Amazon SES; Amazon SQS,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 70 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/amazon-cognito/01-overview.md,Amazon Cognito,09-security-and-compliance,AWS Directory Service; Amazon Cognito; Amazon S3,multi-account governance; Multi-AZ design; AWS Support resources; AWS APIs; AWS Support Center and plans,false,false,awareness,intermediate,yes,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 943 words; 27 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/amazon-guardduty/01-overview.md,Amazon GuardDuty,09-security-and-compliance,AWS CloudTrail; AWS Security Hub; AWS Shield; AWS Support; AWS WAF; Amazon GuardDuty; Amazon Inspector; Amazon Macie,multi-account governance; Multi-AZ design; monitoring logging and auditing; AWS Support resources; AWS compliance; AWS re:Post,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 855 words; 24 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/amazon-inspector/01-overview.md,Amazon Inspector,09-security-and-compliance,AWS Artifact; AWS Lambda; AWS Organizations; AWS Security Hub; AWS Shield; AWS Trusted Advisor; Amazon EC2; Amazon ECR; Amazon GuardDuty; Amazon Inspector; Amazon Macie; Amazon S3,fault tolerance; multi-account governance; Multi-AZ design; AWS Support resources; AWS compliance; AWS re:Post,false,false,awareness,intermediate,no,yes,yes,yes,yes,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 769 words; 17 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/amazon-macie/01-overview.md,Amazon Macie,09-security-and-compliance,AWS Config; AWS IAM; Amazon GuardDuty; Amazon Inspector; Amazon Macie; Amazon S3,AWS Support resources; AWS compliance; AWS re:Post,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 813 words; 25 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/amazon-verified-permissions/01-overview.md,Amazon Verified Permissions,09-security-and-compliance,AWS Artifact; AWS IAM; AWS IAM Identity Center; AWS KMS; Amazon Cognito,federation and cross-account access; multi-account governance; Multi-AZ design; Multi-Region design; AWS Support resources; AWS APIs; AWS re:Post; AWS Support Center and plans,false,false,awareness,intermediate,yes,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1737 words; 62 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-artifact/01-overview.md,AWS Artifact,09-security-and-compliance,AWS Artifact; AWS Audit Manager; AWS Config; AWS IAM; AWS Management Console; AWS Marketplace; AWS Organizations; AWS Security Hub; Amazon S3,AWS Shared Responsibility Model; multi-account governance; infrastructure as code; Multi-AZ design; AWS Support resources; AWS Management Console and AWS CLI; AWS compliance; AWS re:Post,false,false,awareness,intermediate,no,yes,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1271 words; 39 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-audit-manager/01-overview.md,AWS Audit Manager,09-security-and-compliance,AWS Artifact; AWS Audit Manager; AWS CloudTrail; AWS Config; AWS Organizations; AWS Security Hub; Amazon GuardDuty,multi-account governance; Multi-AZ design; monitoring logging and auditing; AWS Support resources; AWS compliance; AWS re:Post,true,false,awareness,intermediate,yes,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1690 words; 41 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-certificate-manager/01-overview.md,AWS Certificate Manager (ACM),09-security-and-compliance,AWS Certificate Manager; AWS Elastic Beanstalk; AWS KMS; AWS Secrets Manager; Amazon API Gateway; Amazon CloudFront; Amazon Cognito; Elastic Load Balancing,encryption at rest and in transit; load balancing,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 845 words; 29 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-compliance-programs/01-overview.md,AWS Compliance Programs Page,09-security-and-compliance,AWS Artifact; AWS Audit Manager; AWS Config; AWS Support,AWS Shared Responsibility Model; monitoring logging and auditing; AWS Support resources; AWS compliance; AWS re:Post; AWS Support Center and plans,false,false,awareness,awareness,no,yes,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1027 words; 27 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-kms/01-overview.md,AWS KMS,09-security-and-compliance,AWS Certificate Manager; AWS CloudHSM; AWS CloudTrail; AWS IAM; AWS KMS; AWS Lambda; AWS Secrets Manager; Amazon EBS; Amazon EFS; Amazon RDS; Amazon S3; Amazon SNS,encryption at rest and in transit; multi-account governance; Multi-AZ design; Multi-Region design; AWS compliance,false,false,awareness,intermediate,yes,yes,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1662 words; 46 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-network-firewall/01-overview.md,AWS Network Firewall,09-security-and-compliance,AWS Firewall Manager; AWS Network Firewall; AWS Shield; AWS WAF; Amazon VPC,high availability; multi-account governance; stateless architecture; Multi-AZ design; monitoring logging and auditing; AWS Support resources,false,false,awareness,architecture-and-design,yes,yes,no,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1350 words; 39 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-secrets-manager/01-overview.md,AWS Secrets Manager,09-security-and-compliance,AWS Certificate Manager; AWS CloudTrail; AWS KMS; AWS Lambda; AWS Secrets Manager; AWS Systems Manager; Amazon Cognito; Amazon EC2; Amazon ECS; Amazon EKS; Amazon RDS,Multi-AZ design; Multi-Region design; AWS APIs,false,false,mention-only,intermediate,yes,no,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1001 words; 39 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-security-hub/01-overview.md,AWS Security Hub,09-security-and-compliance,AWS Config; AWS IAM; AWS Organizations; AWS Security Hub; AWS Shield; AWS WAF; Amazon GuardDuty; Amazon Inspector; Amazon Macie; Amazon S3,multi-account governance; Multi-AZ design; Multi-Region design; AWS Support resources; AWS compliance; AWS re:Post; management and governance,false,false,awareness,intermediate,yes,no,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1749 words; 49 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-shield/01-overview.md,AWS Shield,09-security-and-compliance,AWS Firewall Manager; AWS Global Accelerator; AWS Shield; AWS WAF; Amazon CloudFront; Amazon EC2; Amazon GuardDuty; Amazon Inspector; Amazon Route 53; Elastic Load Balancing,high availability; multi-account governance; load balancing; Auto Scaling; Multi-AZ design; AWS Support resources; AWS APIs,false,false,awareness,awareness,no,yes,yes,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 835 words; 27 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/aws-waf/01-overview.md,AWS WAF,09-security-and-compliance,AWS Firewall Manager; AWS Shield; AWS WAF; Amazon CloudWatch,multi-account governance; Multi-AZ design; AWS APIs; AWS Partner Network,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 769 words; 17 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/README.md,Security And Compliance,09-security-and-compliance,AWS Artifact; AWS Audit Manager; AWS Certificate Manager; AWS KMS; AWS Network Firewall; AWS Secrets Manager; AWS Security Hub; AWS Shield; AWS WAF; Amazon Cognito; Amazon GuardDuty; Amazon Inspector,AWS compliance,false,false,awareness,awareness,no,no,no,yes,no,,not-stated,partial,current-or-no-issue-detected,yes,category-index,Body inspected; 205 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
09-security-and-compliance/security-and-compliance-overview/01-overview.md,Security And Compliance Overview,09-security-and-compliance,AWS Artifact; AWS Audit Manager; AWS Security Hub; AWS Support,AWS Shared Responsibility Model; AWS Support resources; AWS compliance; AWS re:Post; AWS Support Center and plans; AWS Knowledge Center; cloud migration and data transfer,false,false,awareness,awareness,no,yes,yes,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 861 words; 21 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/amazon-codeguru/01-overview.md,Amazon CodeGuru — AWS Cloud Practitioner README,10-monitoring-management-and-deployment,AWS CodeBuild; AWS CodePipeline; Amazon CloudWatch; Amazon Inspector; Amazon Q,high availability; infrastructure as code,false,false,awareness,awareness,no,no,yes,yes,no,,not-stated,strong,review-required,yes,missing-local-index,Body inspected; 947 words; 38 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md,AWS CloudFormation Templates,10-monitoring-management-and-deployment,AWS CloudFormation; AWS Elastic Beanstalk; AWS Systems Manager,multi-account governance; infrastructure as code; Multi-AZ design; Multi-Region design; AWS Support resources; AWS Management Console and AWS CLI,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1014 words; 33 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-cloudshell/01-overview.md,AWS CloudShell,10-monitoring-management-and-deployment,AWS CLI; AWS Management Console; AWS Systems Manager,multi-account governance; Multi-AZ design; Multi-Region design; AWS Support resources; AWS Management Console and AWS CLI,false,false,mention-only,intermediate,no,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1520 words; 55 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-codebuild/01-overview.md,AWS CodeBuild,10-monitoring-management-and-deployment,AWS CodeBuild; AWS CodePipeline; Amazon ECR; Amazon S3,infrastructure as code; Auto Scaling; Multi-AZ design; AWS Support resources; AWS Management Console and AWS CLI; AWS re:Post,true,false,awareness,awareness,no,yes,no,yes,no,,not-stated,strong,review-required,yes,missing-local-index,Body inspected; 1420 words; 52 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-codecommit/01-overview.md,AWS CodeCommit,10-monitoring-management-and-deployment,Amazon S3,encryption at rest and in transit; infrastructure as code,false,false,awareness,intermediate,no,yes,no,yes,no,,not-stated,adequate,review-required,yes,missing-local-index,Body inspected; 728 words; 19 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-codedeploy/01-overview.md,AWS CodeDeploy,10-monitoring-management-and-deployment,AWS CodeBuild; AWS CodePipeline; AWS Elastic Beanstalk; AWS Lambda; Amazon EC2; Amazon ECS,AWS Support resources,false,false,awareness,awareness,no,no,no,no,no,,not-stated,strong,review-required,yes,missing-local-index,Body inspected; 1058 words; 29 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,AWS CodePipeline – README Study Note,10-monitoring-management-and-deployment,AWS CloudFormation; AWS CodeBuild; AWS CodePipeline; AWS Elastic Beanstalk; AWS Lambda; Amazon ECS; Amazon S3,infrastructure as code; Multi-AZ design; AWS compliance,false,false,awareness,intermediate,yes,yes,no,no,no,,not-stated,strong,review-required,yes,missing-local-index,Body inspected; 2856 words; 68 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-codestar/01-overview.md,AWS CodeStar README Study Note,10-monitoring-management-and-deployment,AWS CodeBuild; AWS CodePipeline,AWS Support resources,false,false,mention-only,intermediate,no,yes,no,no,no,,not-stated,adequate,review-required,yes,missing-local-index,Body inspected; 822 words; 21 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-config/01-overview.md,AWS Config,10-monitoring-management-and-deployment,AWS Config; AWS Systems Manager; AWS Trusted Advisor,fault tolerance; multi-account governance; Multi-AZ design; Multi-Region design; AWS Support resources; AWS compliance; AWS re:Post,false,false,awareness,intermediate,yes,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 902 words; 33 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,AWS Systems Manager,10-monitoring-management-and-deployment,AWS Config; AWS Secrets Manager; AWS Systems Manager; Amazon CloudWatch; Amazon EC2,Multi-AZ design; AWS Support resources; AWS compliance; AWS Support Center and plans,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 810 words; 29 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-systems-manager/02-session-manager.md,AWS Systems Manager Session Manager,10-monitoring-management-and-deployment,AWS CLI; AWS Systems Manager; Amazon S3,,false,false,awareness,intermediate,yes,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 901 words; 24 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-systems-manager/README.md,Aws Systems Manager,10-monitoring-management-and-deployment,AWS Systems Manager,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 61 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/aws-x-ray/01-overview.md,AWS X-Ray,10-monitoring-management-and-deployment,AWS CloudTrail; AWS Config; AWS Lambda; AWS X-Ray; Amazon CloudWatch,Multi-AZ design; AWS APIs,false,false,awareness,intermediate,yes,yes,no,no,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1005 words; 51 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/README.md,Monitoring Management And Deployment,10-monitoring-management-and-deployment,AWS CloudFormation; AWS CodeBuild; AWS CodePipeline; AWS Config; AWS Systems Manager; AWS X-Ray; Service Quotas,service quotas,false,false,mention-only,awareness,no,no,no,no,no,,not-stated,partial,review-required,yes,category-index,Body inspected; 164 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
10-monitoring-management-and-deployment/service-quotas/01-overview.md,Service Quotas,10-monitoring-management-and-deployment,AWS Management Console; AWS Organizations; AWS Support; AWS Trusted Advisor; Service Quotas,multi-account governance; Auto Scaling; Multi-AZ design; Multi-Region design; AWS Support resources; service quotas; AWS Management Console and AWS CLI; management and governance,true,false,awareness,awareness,no,yes,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1182 words; 43 headings. Automated evidence inventory requires human confirmation before implementation.
11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,AWS Application Discovery Service,11-migration-and-hybrid-cloud,AWS Application Discovery Service; AWS Application Migration Service; AWS DMS; AWS DataSync; AWS Database Migration Service; AWS Migration Hub; Amazon CloudWatch,data transfer costs; AWS Support resources; AWS Support Center and plans; cloud migration and data transfer,false,false,mention-only,intermediate,no,yes,no,no,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1437 words; 46 headings. Automated evidence inventory requires human confirmation before implementation.
11-migration-and-hybrid-cloud/aws-database-migration-service/01-overview.md,AWS Database Migration Service (AWS DMS) — Study Note,11-migration-and-hybrid-cloud,AWS DMS; AWS DataSync; AWS Database Migration Service; AWS Schema Conversion Tool; Amazon Aurora; Amazon RDS; Amazon Redshift; Amazon S3,object block and file storage; data transfer costs; AWS re:Post; cloud migration and data transfer,false,false,mention-only,awareness,no,yes,yes,no,yes,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 859 words; 24 headings. Automated evidence inventory requires human confirmation before implementation.
11-migration-and-hybrid-cloud/aws-datasync/01-overview.md,AWS DataSync,11-migration-and-hybrid-cloud,AWS DataSync; AWS Storage Gateway; AWS Transfer Family; Amazon EFS; Amazon FSx; Amazon S3,disaster recovery; data transfer costs; cloud migration and data transfer,false,false,mention-only,awareness,no,yes,yes,yes,yes,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 896 words; 22 headings. Automated evidence inventory requires human confirmation before implementation.
11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,AWS Migration Hub,11-migration-and-hybrid-cloud,AWS Application Discovery Service; AWS Application Migration Service; AWS DMS; AWS Database Migration Service; AWS Migration Hub,migration strategies; Multi-AZ design; AWS Support resources; cloud migration and data transfer,false,false,mention-only,awareness,no,yes,no,no,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1077 words; 39 headings. Automated evidence inventory requires human confirmation before implementation.
11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,AWS Outposts,11-migration-and-hybrid-cloud,AWS Outposts; VMware Cloud on AWS,AWS global infrastructure; high availability; elasticity and scalability; Multi-AZ design; Multi-Region design; AWS Support resources; AWS APIs; AWS Management Console and AWS CLI; AWS re:Post; AWS Support Center and plans; cloud migration and data transfer,false,false,mention-only,intermediate,yes,yes,no,no,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1324 words; 35 headings. Automated evidence inventory requires human confirmation before implementation.
11-migration-and-hybrid-cloud/aws-schema-conversion-tool/01-overview.md,AWS Schema Conversion Tool (AWS SCT),11-migration-and-hybrid-cloud,AWS DMS; AWS Database Migration Service; AWS Schema Conversion Tool; Amazon Aurora; Amazon RDS; Amazon Redshift,AWS re:Post; cloud migration and data transfer,false,false,mention-only,intermediate,no,yes,yes,no,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 994 words; 21 headings. Automated evidence inventory requires human confirmation before implementation.
11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,AWS Snowball Edge,11-migration-and-hybrid-cloud,AWS DataSync; AWS Outposts; AWS Storage Gateway; Amazon S3,encryption at rest and in transit; hybrid connectivity; data transfer costs; AWS re:Post; cloud migration and data transfer,false,false,mention-only,awareness,no,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1044 words; 34 headings. Automated evidence inventory requires human confirmation before implementation.
11-migration-and-hybrid-cloud/README.md,Migration And Hybrid Cloud,11-migration-and-hybrid-cloud,AWS Application Discovery Service; AWS DataSync; AWS Database Migration Service; AWS Migration Hub; AWS Outposts; AWS Schema Conversion Tool,AWS re:Post; cloud migration and data transfer,false,false,mention-only,awareness,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 114 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md,AWS Billing and Cost Management,12-billing-pricing-and-support,AWS Budgets; AWS Cost Explorer; AWS Organizations; Amazon EC2; Amazon RDS; Amazon S3,multi-account governance; Multi-AZ design; AWS Management Console and AWS CLI; AWS Pricing Calculator,false,false,awareness,intermediate,yes,yes,yes,no,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1236 words; 44 headings. Automated evidence inventory requires human confirmation before implementation.
