canonical_path,topic,cpp_scope,saa_scope,current_depth,recommended_role,recommended_action,reason,notes
01-cloud-fundamentals/README.md,Cloud Fundamentals,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,AWS CodePipeline – README Study Note,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/aws-codestar/01-overview.md,AWS CodeStar README Study Note,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/aws-config/01-overview.md,AWS Config,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,AWS Systems Manager,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/aws-systems-manager/02-session-manager.md,AWS Systems Manager Session Manager,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/aws-systems-manager/README.md,Aws Systems Manager,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA mention-only,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/aws-x-ray/01-overview.md,AWS X-Ray,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/README.md,Monitoring Management And Deployment,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
10-monitoring-management-and-deployment/service-quotas/01-overview.md,Service Quotas,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,AWS Application Discovery Service,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
11-migration-and-hybrid-cloud/aws-database-migration-service/01-overview.md,AWS Database Migration Service (AWS DMS) — Study Note,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
11-migration-and-hybrid-cloud/aws-datasync/01-overview.md,AWS DataSync,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,AWS Migration Hub,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,AWS Outposts,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
11-migration-and-hybrid-cloud/aws-schema-conversion-tool/01-overview.md,AWS Schema Conversion Tool (AWS SCT),mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,AWS Snowball Edge,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
11-migration-and-hybrid-cloud/README.md,Migration And Hybrid Cloud,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md,AWS Billing and Cost Management,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,💰 AWS Cloud Practitioner — Fixed vs Variable Costs,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,AWS Charging Patterns and Data Transfer Costs,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md,Rightsizing on AWS,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA scenario-ready,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-billing-and-cost-management/README.md,Aws Billing And Cost Management,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-billing-conductor/01-overview.md,AWS Billing Conductor for Chargeback Reports,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-budgets/01-overview.md,AWS Budgets,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-cost-allocation-tags/01-overview.md,AWS Cost Allocation Tags,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-cost-and-usage-reports/01-overview.md,AWS Cost and Usage Reports (CUR),mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-cost-explorer/01-overview.md,AWS Cost Explorer,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-health-dashboard/01-overview.md,Aws Health Dashboard,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md,AWS Pricing Calculator,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-repost/01-overview.md,AWS rePost,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,☁️ AWS Savings Plans — Complete Study Guide,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-support/01-overview.md,AWS Support Center,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-support/02-support-plans.md,AWS Support plans,mapped-or-supporting,mapped-or-supporting,CPP fundamental; SAA architecture-and-design,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-support/README.md,Aws Support,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA mention-only,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,AWS Trusted Advisor,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/customer-enablement/aws-guidance/01-study-guide.md,AWS Documentation & Guidance Services,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA architecture-and-design,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/customer-enablement/aws-managed-services/01-overview.md,AWS Managed Services (AMS),mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/customer-enablement/aws-partner-network/01-overview.md,AWS Partner Network (APN),mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md,AWS Prescriptive Guidance,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/customer-enablement/aws-professional-services/01-overview.md,Aws Professional Services,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,AWS Recommendation Services — Complete Study Guide,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA scenario-ready,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/customer-enablement/aws-trust-and-safety/01-overview.md,Aws Trust And Safety,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
12-billing-pricing-and-support/README.md,Billing Pricing And Support,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md,AWS Cloud Adoption Framework (AWS CAF),mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,AWS Well-Architected Framework,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
13-architecture-and-design-patterns/README.md,Architecture And Design Patterns,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,SSL Termination — Complete README,mapped-or-supporting,mapped-or-supporting,CPP fundamental; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,🔐 SSLTLS with Load Balancer and RDS,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
13-architecture-and-design-patterns/transport-layer-security/README.md,Transport Layer Security,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md,Amazon Athena,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,Amazon EMR,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA architecture-and-design,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,Amazon Kinesis Video Streams,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,Amazon QuickSight,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md,Amazon Redshift,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,AWS Glue,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,Amazon Comprehend,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md,Amazon Kendra,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md,Amazon Lex,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md,Amazon Polly,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md,Amazon Rekognition,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,Amazon Textract,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-translate/01-overview.md,Amazon Translate,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/business-applications/amazon-connect/01-overview.md,Amazon Connect,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/business-applications/aws-amplify/01-overview.md,AWS Amplify,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot/01-overview.md,AWS IoT,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot-greengrass/01-overview.md,AWS IoT Greengrass,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
14-ai-ml-analytics-and-other-services/README.md,Ai Ml Analytics And Other Services,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA awareness,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md,Amazon EMR vs Amazon Redshift,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/identity-and-governance/01-root-user-vs-iam.md,AWS Account Root User vs AWS IAM,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/identity-and-governance/02-organizations-vs-control-tower.md,AWS Organizations vs AWS Control Tower,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/identity-and-governance/03-users-groups-and-roles.md,IAM Role vs IAM Group vs IAM User,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/identity-and-governance/README.md,Identity And Governance,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/migration/01-datasync-vs-dms.md,AWS DataSync vs AWS Database Migration Service (AWS DMS),mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,AWS Snowball Edge vs AWS Outposts,mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA architecture-and-design,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/migration/README.md,Migration,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/networking/01-cloudfront-vs-global-accelerator.md,Amazon CloudFront vs AWS Global Accelerator,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA architecture-and-design,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/networking/02-vpc-connectivity-options.md,VPC Endpoint vs VPC Peering vs AWS Transit Gateway,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA architecture-and-design,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/networking/README.md,Networking,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/README.md,Comparisons And Decision Guides,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA awareness,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/storage/01-file-gateway-vs-volume-gateway.md,AWS File Gateway vs AWS Volume Gateway (Cached),mapped-or-supporting,mapped-or-supporting,CPP mention-only; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/storage/02-storage-gateway-family.md,AWS Storage Gateway vs AWS File Gateway,mapped-or-supporting,mapped-or-supporting,CPP awareness; SAA intermediate,core-certification-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
15-comparisons-and-decision-guides/storage/README.md,Storage,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,supplementary-reference,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
16-exam-preparation/README.md,Exam Preparation,not-explicitly-mapped,not-explicitly-mapped,CPP mention-only; SAA mention-only,important-supporting-content,retain; review scope labeling,Official lists are non-exhaustive; absence is not a deletion rationale.,Category README files are navigation artifacts.
