original_path,current_path,migration_status,size_before,size_after,sha256_before,sha256_after,content_changed,link_repairs,notes
a) Service Explanations/AWS Fargate V2.md,a) Service Explanations/AWS Fargate V2.md,skipped-collision,4041,4041,bad5e13c598bfbd6e48d43fa00f43cafdd1bf472d5d34ebbd2abedff7688383d,bad5e13c598bfbd6e48d43fa00f43cafdd1bf472d5d34ebbd2abedff7688383d,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Global Accelerator Static IPs.md,07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md,migrated,7482,7482,9ece5ac359562a9fd28560594d3a9acc8f08e2f3cd1b6bef96f597854b55f582,9ece5ac359562a9fd28560594d3a9acc8f08e2f3cd1b6bef96f597854b55f582,no,0,git mv
a) Service Explanations/AWS Global Accelerator.md,07-networking-and-content-delivery/aws-global-accelerator/01-overview.md,migrated,5425,5425,60e3ec7b0e0120da00b6ae3698a8b96266c580c5f5ad314d94e7c07e3f8f012f,60e3ec7b0e0120da00b6ae3698a8b96266c580c5f5ad314d94e7c07e3f8f012f,no,0,git mv
a) Service Explanations/AWS Glue .md,14-ai-ml-analytics-and-other-services/aws-glue/01-overview.md,migrated,10477,10477,53f194a3637be6edfc0b4c2d913fdc3578c41f708e027154872d375f40ef64da,53f194a3637be6edfc0b4c2d913fdc3578c41f708e027154872d375f40ef64da,no,0,git mv
a) Service Explanations/AWS IAM (Identity and Access Management).md,03-identity-governance-and-organizations/aws-iam/01-overview.md,migrated,6211,6211,bdec17759a6fe0039a3ae50ed924aa993d2c324ad375c83953d59c5c9c1ad8f9,bdec17759a6fe0039a3ae50ed924aa993d2c324ad375c83953d59c5c9c1ad8f9,no,0,git mv
a) Service Explanations/AWS IAM (ReadOnlyAccess).md,03-identity-governance-and-organizations/aws-iam/07-read-only-access-policy.md,migrated,5328,5328,d3eda21b7da4faf6d23fb06962546de3f2941e843a58f14c93fe2e199e44ddca,d3eda21b7da4faf6d23fb06962546de3f2941e843a58f14c93fe2e199e44ddca,no,0,git mv
a) Service Explanations/AWS IAM Access Analyzer .md,03-identity-governance-and-organizations/aws-iam/09-access-analyzer.md,migrated,7817,7817,92ae1b06fae54e82ec44b2f52e9a8c9b10f02cf4f1e6850035a0c721b7e17c90,92ae1b06fae54e82ec44b2f52e9a8c9b10f02cf4f1e6850035a0c721b7e17c90,no,0,git mv
a) Service Explanations/AWS IAM Group .md,03-identity-governance-and-organizations/aws-iam/03-groups.md,migrated,5270,5270,3edc00a155259f97e2f296b98742264a5e09cb802228e0da1c382f35e4902240,3edc00a155259f97e2f296b98742264a5e09cb802228e0da1c382f35e4902240,no,0,git mv
a) Service Explanations/AWS IAM Identity Center.md,03-identity-governance-and-organizations/aws-iam-identity-center/01-overview.md,migrated,6096,6096,b021adea92dac3563c6bfb21cc49c5b310bbcf30d39cfde9d7885363b4fc863a,b021adea92dac3563c6bfb21cc49c5b310bbcf30d39cfde9d7885363b4fc863a,no,0,git mv
a) Service Explanations/AWS IAM Role .md,03-identity-governance-and-organizations/aws-iam/04-roles.md,migrated,4771,4771,7a35ede13c6bd8f63bed51923ac52d8df281abf28132551e9313a000b7302ea6,7a35ede13c6bd8f63bed51923ac52d8df281abf28132551e9313a000b7302ea6,no,0,git mv
a) Service Explanations/AWS IAM User .md,03-identity-governance-and-organizations/aws-iam/02-users.md,migrated,4946,4946,c52349df7300a0e09baed9480f23c282632c0bfcdce7b2f46881b52f9f2199e9,c52349df7300a0e09baed9480f23c282632c0bfcdce7b2f46881b52f9f2199e9,no,0,git mv
a) Service Explanations/AWS IoT Greengrass.md,14-ai-ml-analytics-and-other-services/aws-iot-greengrass/01-overview.md,migrated,7429,7429,e21853dc09fb4de529ae0b563bb8ffe7801cffebee4edf0e575fb17137b25821,e21853dc09fb4de529ae0b563bb8ffe7801cffebee4edf0e575fb17137b25821,no,0,git mv
a) Service Explanations/AWS IoT.md,14-ai-ml-analytics-and-other-services/aws-iot/01-overview.md,migrated,6842,6842,0f71b18a12f55280a1b3061311e46d788d261f6c0750f7b0eba94c6670ef0b4e,0f71b18a12f55280a1b3061311e46d788d261f6c0750f7b0eba94c6670ef0b4e,no,0,git mv
a) Service Explanations/AWS KMS (AWS Key Management Service).md,a) Service Explanations/AWS KMS (AWS Key Management Service).md,skipped-collision,6531,6531,10c3fcea7f889f7d1379475bb550cbe3a8df77a362743cecf832ac8c7ced1920,10c3fcea7f889f7d1379475bb550cbe3a8df77a362743cecf832ac8c7ced1920,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS KMS (Key Management Service) Claude version .md,a) Service Explanations/AWS KMS (Key Management Service) Claude version .md,skipped-collision,7611,7611,689355c4c0c8c813d845dadccdcb20be28726d902bb6a4693ff2b848bc58c446,689355c4c0c8c813d845dadccdcb20be28726d902bb6a4693ff2b848bc58c446,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS KMS (Key Management Service).md,a) Service Explanations/AWS KMS (Key Management Service).md,skipped-collision,8470,8470,2732d6eec15100c68ccfba54164fbdd01b6725188cee3582be82901e5996ceda,2732d6eec15100c68ccfba54164fbdd01b6725188cee3582be82901e5996ceda,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Knowledge Center.md,a) Service Explanations/AWS Knowledge Center.md,skipped-manual-review,6866,6866,9fe3fe8c886471244cec01855ff3e220da56d56a7ea45e3b58bc097fbd808caa,9fe3fe8c886471244cec01855ff3e220da56d56a7ea45e3b58bc097fbd808caa,no,0,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS Lambda.md,08-serverless-and-application-integration/aws-lambda/01-overview.md,migrated,5731,5731,b241407aac4318feaf3db3b86c53eb1411cc4ba7939feb5ff65aafbc564896a2,b241407aac4318feaf3db3b86c53eb1411cc4ba7939feb5ff65aafbc564896a2,no,0,git mv
a) Service Explanations/AWS Local Zones.md,02-global-infrastructure/aws-local-zones/01-overview.md,migrated,6971,6971,0266ab7658606e35a63ea74556da17aff98774b6950a883d3835ddcae313c28c,0266ab7658606e35a63ea74556da17aff98774b6950a883d3835ddcae313c28c,no,0,git mv
a) Service Explanations/AWS Managed Services (AMS).md,10-monitoring-management-and-deployment/aws-managed-services/01-overview.md,migrated,8700,8700,f652e465d4aea4dd3556829f42fff2dd320a90e2adb2212d5b3ab5707d30d191,f652e465d4aea4dd3556829f42fff2dd320a90e2adb2212d5b3ab5707d30d191,no,0,git mv
a) Service Explanations/AWS Migration Hub.md,11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,migrated,7613,7613,5509ac9ff22436ec741a90d7f8f79874fef88821c6f5204346d947d9fd14da36,5509ac9ff22436ec741a90d7f8f79874fef88821c6f5204346d947d9fd14da36,no,0,git mv
a) Service Explanations/AWS Organizations .md,03-identity-governance-and-organizations/aws-organizations/01-overview.md,migrated,9628,9628,7679170dfd00e666e01a3bceb12339a074dd72f64be86147853644516dd7887d,7679170dfd00e666e01a3bceb12339a074dd72f64be86147853644516dd7887d,no,0,git mv
a) Service Explanations/AWS Outposts.md,11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,migrated,9006,9006,534539bfdba5e85fba15c5ffe7f1ba5dc42dc3d5ab79791250fe40b4b92d80d6,534539bfdba5e85fba15c5ffe7f1ba5dc42dc3d5ab79791250fe40b4b92d80d6,no,0,git mv
a) Service Explanations/AWS Partner Network (APN).md,14-ai-ml-analytics-and-other-services/aws-partner-network/01-overview.md,migrated,5603,5603,928b18f1d5641634ff353be42cbb39481dd23e64b21c4a17a9476f04a13e82ab,928b18f1d5641634ff353be42cbb39481dd23e64b21c4a17a9476f04a13e82ab,no,0,git mv
a) Service Explanations/AWS Personal Health Dashboard (AWS Health).md,a) Service Explanations/AWS Personal Health Dashboard (AWS Health).md,skipped-manual-review,3385,3385,7d773cb5719406ee277cb8951907d9c9b0b9e076c8cac80badd601fe55a2df7e,7d773cb5719406ee277cb8951907d9c9b0b9e076c8cac80badd601fe55a2df7e,no,0,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS Pricing Calculator .md,12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md,migrated,5451,5451,118920e3eda77eac2ad530525ebd4225adacdbdbd85171fd99a36eed94af988d,118920e3eda77eac2ad530525ebd4225adacdbdbd85171fd99a36eed94af988d,no,0,git mv
a) Service Explanations/AWS Professional Services Consulting Engagement Team.md,a) Service Explanations/AWS Professional Services Consulting Engagement Team.md,skipped-manual-review,5419,5419,ea7784d09e85ce694ce1d9633dda87699f3e36ec4e9897d5447460030c326b70,ea7784d09e85ce694ce1d9633dda87699f3e36ec4e9897d5447460030c326b70,no,0,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS rePost.md,14-ai-ml-analytics-and-other-services/aws-repost/01-overview.md,migrated,7013,7013,03a1fe300230dfed95edbaf390f59ca92464a1d3ff75c5a386e9f66c276a6564,03a1fe300230dfed95edbaf390f59ca92464a1d3ff75c5a386e9f66c276a6564,no,0,git mv
a) Service Explanations/AWS Resource Access Manager (AWS RAM).md,03-identity-governance-and-organizations/aws-resource-access-manager/01-overview.md,migrated,5150,5150,4dac8dfb5a4cb78addc80de227407d3a09c18f1cace3b738f1d00bf461eb7eea,4dac8dfb5a4cb78addc80de227407d3a09c18f1cace3b738f1d00bf461eb7eea,no,0,git mv
a) Service Explanations/AWS Schema Conversion Tool (AWS SCT).md,14-ai-ml-analytics-and-other-services/aws-schema-conversion-tool-aws-sct/01-overview.md,migrated,6486,6486,8c9da724267732cf9a9eef15e2c88f4ff4ef22544eddae5dbed78b2547861636,8c9da724267732cf9a9eef15e2c88f4ff4ef22544eddae5dbed78b2547861636,no,0,git mv
a) Service Explanations/AWS Secrets Manager.md,09-security-and-compliance/aws-secrets-manager/01-overview.md,migrated,6981,6981,83aa8c7677a27bf76d439cf5a7135b49b003f9008561acfba171795de7ebe176,83aa8c7677a27bf76d439cf5a7135b49b003f9008561acfba171795de7ebe176,no,0,git mv
a) Service Explanations/AWS Security and Compliance Center.md,a) Service Explanations/AWS Security and Compliance Center.md,skipped-manual-review,6273,6273,7b6c5a6a0af2c197d7fc75d44086f122b5462d9e2cc60f7fd761ea4bfd3f08ae,7b6c5a6a0af2c197d7fc75d44086f122b5462d9e2cc60f7fd761ea4bfd3f08ae,no,0,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS Security Hub.md,09-security-and-compliance/aws-security-hub/01-overview.md,migrated,12778,12778,9c66a7ccd10337e2c413cf2aca16348328161d71dd449f7caf126c6d3cda554a,9c66a7ccd10337e2c413cf2aca16348328161d71dd449f7caf126c6d3cda554a,no,0,git mv
a) Service Explanations/AWS Service Catalog.md,03-identity-governance-and-organizations/aws-service-catalog/01-overview.md,migrated,8656,8656,dfd1534c67d626c0e3ee12afd66ec5dd26728fd82104f90803c7799eba972ace,dfd1534c67d626c0e3ee12afd66ec5dd26728fd82104f90803c7799eba972ace,no,0,git mv
a) Service Explanations/AWS Service Quotas V2 .md,a) Service Explanations/AWS Service Quotas V2 .md,skipped-collision,8830,8830,0d84024d34e27ba288322679c02fbda961adde54ce4294e9235b6a32409d0d3f,0d84024d34e27ba288322679c02fbda961adde54ce4294e9235b6a32409d0d3f,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Service Quotas.md,a) Service Explanations/AWS Service Quotas.md,skipped-collision,5825,5825,6910b2719708ae07f76f5227a31ae296b29efb40d845b950ed5df42a0ee2b5e9,6910b2719708ae07f76f5227a31ae296b29efb40d845b950ed5df42a0ee2b5e9,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Shield.md,09-security-and-compliance/aws-shield/01-overview.md,migrated,6132,6132,082e247c79336b97b5296c5bc05667f694dd168b1456a5f2b5923eb29f5ed481,082e247c79336b97b5296c5bc05667f694dd168b1456a5f2b5923eb29f5ed481,no,0,git mv
a) Service Explanations/AWS Snowball Edge.md,11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,migrated,6695,6695,e400cf4f0ba2aa8723e21b9e16bb9ea275e7d730244177f45e13582fc34ca691,e400cf4f0ba2aa8723e21b9e16bb9ea275e7d730244177f45e13582fc34ca691,no,0,git mv
a) Service Explanations/AWS Support Center.md,12-billing-pricing-and-support/aws-support/01-overview.md,migrated,11040,11040,8b178ae8e75017596f4785556081c39c304592f789c2646d124dac336e0a73ef,8b178ae8e75017596f4785556081c39c304592f789c2646d124dac336e0a73ef,no,0,git mv
a) Service Explanations/AWS Support Plans.md,a) Service Explanations/AWS Support Plans.md,skipped-collision,13543,13543,f95beefe70f8706401341f86d29392622a4fd13e9bc7d6ae8881829a96e325cb,f95beefe70f8706401341f86d29392622a4fd13e9bc7d6ae8881829a96e325cb,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Systems Manager Session Manager.md,08-serverless-and-application-integration/amazon-ses/02-session-manager.md,migrated,5854,5854,204d53ef3e3ee3158a846ef7ca9a0072b2c0ca3e3b52f34431f53f14b49baf18,204d53ef3e3ee3158a846ef7ca9a0072b2c0ca3e3b52f34431f53f14b49baf18,no,0,git mv
a) Service Explanations/AWS Systems Manager.md,10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,migrated,5772,5772,7c6190939a8e4ea4b988d42242188cb72a3024aaa9a55e35612df4e847a00b51,7c6190939a8e4ea4b988d42242188cb72a3024aaa9a55e35612df4e847a00b51,no,0,git mv
a) Service Explanations/AWS Trust & Safety Team.md,a) Service Explanations/AWS Trust & Safety Team.md,skipped-manual-review,8938,8938,f43f98c77d27110feb183d5efb1683f5828290e8a148a1dfe1261d87136b0314,f43f98c77d27110feb183d5efb1683f5828290e8a148a1dfe1261d87136b0314,no,0,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS Trusted Advisor .md,12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,migrated,7203,7203,a42f0492c52d818cc63692e4c578471f9bb80fa88768d1328e6bd72e7491bf74,a42f0492c52d818cc63692e4c578471f9bb80fa88768d1328e6bd72e7491bf74,no,0,git mv
a) Service Explanations/AWS WAF.md,09-security-and-compliance/aws-waf/01-overview.md,migrated,4975,4975,bb44d434ac87a56d2cf17535eedde0a900b9a1265cf4f55c647f41ffdf8e1bb0,bb44d434ac87a56d2cf17535eedde0a900b9a1265cf4f55c647f41ffdf8e1bb0,no,0,git mv
a) Service Explanations/AWS Wavelength.md,02-global-infrastructure/aws-wavelength/01-overview.md,migrated,5218,5218,db510575df7dae23df60aa081297e566859e34a29db8a79cc3e7ddae68cfee0b,db510575df7dae23df60aa081297e566859e34a29db8a79cc3e7ddae68cfee0b,no,0,git mv
a) Service Explanations/AWS Well-Architected Framework.md,13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,migrated,7352,7352,67a13f455b1b6a63ba2a367a1a9e9be6f07bd05eb169d9ceae2d3a733f99d2b1,67a13f455b1b6a63ba2a367a1a9e9be6f07bd05eb169d9ceae2d3a733f99d2b1,no,0,git mv
a) Service Explanations/AWS X-Ray.md,10-monitoring-management-and-deployment/aws-x-ray/01-overview.md,migrated,7148,7148,67a81d851f286d791f294572496c8d25808200416b894b2f27bda971fa280ff8,67a81d851f286d791f294572496c8d25808200416b894b2f27bda971fa280ff8,no,0,git mv
a) Service Explanations/copy paste ptompt Explanations .txt,a) Service Explanations/copy paste ptompt Explanations .txt,skipped-manual-review,889,889,0e5c56ac90ce2118d1aef01e50875cda8aacf9f8501b9b692494791244d8f87e,0e5c56ac90ce2118d1aef01e50875cda8aacf9f8501b9b692494791244d8f87e,no,0,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/S3 Storage Classes.md,05-storage/amazon-s3/02-storage-classes.md,migrated,9693,9693,fc1862b29a19cab5b7e28199c0174ed9868654a078d0f4ee78f3f5a542b1df63,fc1862b29a19cab5b7e28199c0174ed9868654a078d0f4ee78f3f5a542b1df63,no,0,git mv
a) Service Explanations/Service Control Policy (SCP).md,03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md,migrated,14959,14959,54bd2bc5873f366a99f8137a4f7bf473c207c3a88a02e4bfc54945f8876cd883,54bd2bc5873f366a99f8137a4f7bf473c207c3a88a02e4bfc54945f8876cd883,no,0,git mv
a) Service Explanations/VPC Endpoint Services.md,07-networking-and-content-delivery/amazon-vpc/04-endpoint-services.md,migrated,7018,7018,51a46a0230d2cc7c20189b7095700657e6ee222e1b5377cbf038b936569bb29b,51a46a0230d2cc7c20189b7095700657e6ee222e1b5377cbf038b936569bb29b,no,0,git mv
a) Service Explanations/VPC Peering .md,07-networking-and-content-delivery/amazon-vpc/05-vpc-peering.md,migrated,5845,5845,b179d848afbbb7f7633aaa33bf4495330231e6002425b946ce5f3c1d6e95b354,b179d848afbbb7f7633aaa33bf4495330231e6002425b946ce5f3c1d6e95b354,no,0,git mv
b) Service Comparisons/Amazon CloudFront vs AWS Global Accelerator.md,15-comparisons-and-decision-guides/cross-service/01-amazon-cloudfront-vs-aws-global-accelerator.md,migrated,11528,11528,0e9fe03af11d81ae93cb881c83c6da719a165282e0de483938a516f8865e4954,0e9fe03af11d81ae93cb881c83c6da719a165282e0de483938a516f8865e4954,no,0,git mv
b) Service Comparisons/Amazon EMR vs Amazon Redshift .md,15-comparisons-and-decision-guides/cross-service/01-amazon-emr-vs-amazon-redshift.md,migrated,14950,14950,a3624e01956aa78809954611b3486804482598871f221a7f88d942a667454fb6,a3624e01956aa78809954611b3486804482598871f221a7f88d942a667454fb6,no,0,git mv
b) Service Comparisons/AWS Account Root User vs AWS IAM .md,15-comparisons-and-decision-guides/cross-service/01-aws-account-root-user-vs-aws-iam.md,migrated,10907,10907,16f745b339e363b6dd35ad3d658d1e8918e870dce632c898cc6ee2fcef9f4dff,16f745b339e363b6dd35ad3d658d1e8918e870dce632c898cc6ee2fcef9f4dff,no,0,git mv
b) Service Comparisons/AWS DataSync vs AWS Database Migration Service (AWS DMS).md,15-comparisons-and-decision-guides/cross-service/01-aws-datasync-vs-aws-database-migration-service-aws-dms.md,migrated,13233,13233,d8c8e328ce31ccbca0fcd196a2a8dc350101e1daa4c129e15ff72bbeaae9d104,d8c8e328ce31ccbca0fcd196a2a8dc350101e1daa4c129e15ff72bbeaae9d104,no,0,git mv
b) Service Comparisons/AWS File Gateway vs AWS Volume Gateway (Cached).md,15-comparisons-and-decision-guides/cross-service/01-aws-file-gateway-vs-aws-volume-gateway-cached.md,migrated,11627,11627,be7b07819e88ee43ea612c7e3c195735ea61942d74bdc4425893038c1ed46187,be7b07819e88ee43ea612c7e3c195735ea61942d74bdc4425893038c1ed46187,no,0,git mv
b) Service Comparisons/AWS Organizations vs AWS Control Tower.md,15-comparisons-and-decision-guides/cross-service/01-aws-organizations-vs-aws-control-tower.md,migrated,10788,10788,47ac8e491cf0d3e0516eec17be7f5c2056c5511b0e607ee4592a2c6196e9ecbd,47ac8e491cf0d3e0516eec17be7f5c2056c5511b0e607ee4592a2c6196e9ecbd,no,0,git mv
b) Service Comparisons/AWS Snowball Edge vs AWS Outposts.md,15-comparisons-and-decision-guides/cross-service/01-aws-snowball-edge-vs-aws-outposts.md,migrated,12457,12457,d5b3dd1c70d18c283f59b4cb7e00e0366c186ab2e0c16da9ee5e362339cd1f8c,d5b3dd1c70d18c283f59b4cb7e00e0366c186ab2e0c16da9ee5e362339cd1f8c,no,0,git mv
b) Service Comparisons/Comparison copy paste prompt.txt,b) Service Comparisons/Comparison copy paste prompt.txt,skipped-manual-review,1150,1150,c1f16c1a8568a18eda78ef6b4b5cc5ad58ca61970ddead56c8493c2c4e62bf81,c1f16c1a8568a18eda78ef6b4b5cc5ad58ca61970ddead56c8493c2c4e62bf81,no,0,Action 'manual-review' is outside Phase 3 execution scope.
b) Service Comparisons/IAM Role vs IAM Group vs IAM User.md,15-comparisons-and-decision-guides/cross-service/01-iam-role-vs-iam-group-vs-iam-user.md,migrated,11797,11797,9df572c2f3889504d9e32c26689be879c72c5851457755a10fb1f2746d4d4aec,9df572c2f3889504d9e32c26689be879c72c5851457755a10fb1f2746d4d4aec,no,0,git mv
b) Service Comparisons/VPC Endpoint vs VPC Peering vs AWS Transit Gateway .md,15-comparisons-and-decision-guides/cross-service/01-vpc-endpoint-vs-vpc-peering-vs-aws-transit-gateway.md,migrated,11856,11856,08a96f96c710ce5fa814800f71eda20924014d3f6ed323a86352c78a8b6a0d8b,08a96f96c710ce5fa814800f71eda20924014d3f6ed323a86352c78a8b6a0d8b,no,0,git mv
c) Keywords services/Amazon EC2 Purchasing & Billing Options.md,04-compute/amazon-ec2/02-study-guide.md,migrated,29549,29549,518e88284cdc479c680f0af58d6ddfb4870b5eeac171d95a5dc9849937ade9f9,518e88284cdc479c680f0af58d6ddfb4870b5eeac171d95a5dc9849937ade9f9,no,0,git mv
c) Keywords services/Amazon S3 Lifecycle Policy.md,05-storage/amazon-s3/03-lifecycle-policies.md,migrated,7899,7899,35ee669e103efc0994e2e5e9bb0b4a80def7046a715e4bc4427d9a57b618fa8b,35ee669e103efc0994e2e5e9bb0b4a80def7046a715e4bc4427d9a57b618fa8b,no,0,git mv
c) Keywords services/AWS Cloud Practitioner — Fixed vs Variable Costs.md,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,migrated,15737,15737,c4b1afbea5ba2700a88b52c363426662ac5c2b34675f4cfd8a74f21cc7c121cc,c4b1afbea5ba2700a88b52c363426662ac5c2b34675f4cfd8a74f21cc7c121cc,no,0,git mv
c) Keywords services/AWS Documentation & Guidance Services.md,14-ai-ml-analytics-and-other-services/aws-guidance/02-study-guide.md,migrated,7227,7227,2fa0ba14e9a741de95b697a4eff38bc6a37fd0ce74f226cb7f30038be5d70700,2fa0ba14e9a741de95b697a4eff38bc6a37fd0ce74f226cb7f30038be5d70700,no,0,git mv
c) Keywords services/AWS Networking – Complete Cloud Practitioner Study Guide.md,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,migrated,46507,46507,752be592dbf50ff4e1188a3fe20dd3e86a6526189425b3aeb76304968667a865,752be592dbf50ff4e1188a3fe20dd3e86a6526189425b3aeb76304968667a865,no,0,git mv
c) Keywords services/AWS Recommendation Services — Complete Study Guide.md,14-ai-ml-analytics-and-other-services/aws-recommendation-services-complete-study-guide/02-study-guide.md,migrated,31548,31548,ad7fbddb438d601aaeced54c3ebead63619ba8e206f7746fcd2d5a78b22649f2,ad7fbddb438d601aaeced54c3ebead63619ba8e206f7746fcd2d5a78b22649f2,no,0,git mv
c) Keywords services/AWS Savings Plans — Complete Study Guide.md,12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,migrated,25189,25189,550bcf284ec53f781c097e96fd3661c67b2dd92a23ff0b9a9fd52708f744e23a,550bcf284ec53f781c097e96fd3661c67b2dd92a23ff0b9a9fd52708f744e23a,no,0,git mv
c) Keywords services/AWS Support Plans — Complete Study Guide.md,c) Keywords services/AWS Support Plans — Complete Study Guide.md,skipped-collision,28172,28172,b8bdbdd115996889f3bd8ff29bfd3d4bf4e7683a143df3c07f28adea2a6540c4,b8bdbdd115996889f3bd8ff29bfd3d4bf4e7683a143df3c07f28adea2a6540c4,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
COPY PASTE Prompt .txt,COPY PASTE Prompt .txt,skipped-manual-review,3506,3506,c362ddcf6b1de4d2ebf05bde4b7944441636f9780ea089e17d559ebdd319032e,c362ddcf6b1de4d2ebf05bde4b7944441636f9780ea089e17d559ebdd319032e,no,0,Action 'manual-review' is outside Phase 3 execution scope.
COPY PASTE PROMPT OF CLAUDE (BOTH CONTENT AND STYLE ).txt,COPY PASTE PROMPT OF CLAUDE (BOTH CONTENT AND STYLE ).txt,skipped-manual-review,33990,33990,c3675ac1009ac8bbfb5dc368b0f6a8733cc48a62aeb4243cca2430fed39c2340,c3675ac1009ac8bbfb5dc368b0f6a8733cc48a62aeb4243cca2430fed39c2340,no,0,Action 'manual-review' is outside Phase 3 execution scope.
d) Tools & Policies/AWS Customer Managed Policies (Claude version).txt,d) Tools & Policies/AWS Customer Managed Policies (Claude version).txt,skipped-collision,6730,6730,30de60d3cd4d3427d4e53b031eae3ed0b2103a3e6d6488937a743c245158697f,30de60d3cd4d3427d4e53b031eae3ed0b2103a3e6d6488937a743c245158697f,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
d) Tools & Policies/AWS Prescriptive Guidance.md,14-ai-ml-analytics-and-other-services/aws-prescriptive-guidance/01-overview.md,migrated,7408,7408,91611b7bdf77d1419dd074370c2d5980c720f28fc38badfb17403b500e53e843,91611b7bdf77d1419dd074370c2d5980c720f28fc38badfb17403b500e53e843,no,0,git mv
d) Tools & Policies/EC2 Pricing Models (Reserved Instances).md,04-compute/amazon-ec2/03-reserved-instances.md,migrated,16890,16890,f47b638086ab879990656cf070ddf6e594340b6e48cbb663414cb0b370e6d21d,f47b638086ab879990656cf070ddf6e594340b6e48cbb663414cb0b370e6d21d,no,0,git mv
d) Tools & Policies/IAM Inline Policy.md,03-identity-governance-and-organizations/aws-iam/06-inline-policies.md,migrated,10023,10023,82027b367618101412e87130aaca829468e364ebec83cafa48bc989d7563209f,82027b367618101412e87130aaca829468e364ebec83cafa48bc989d7563209f,no,0,git mv
d) Tools & Policies/Rightsizing on AWS.txt,12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md,migrated,9687,9687,fa8ddf22ef98ea03bfc0911dade3f87598f277545b0c7a63f3a4b9cf7f0b68b8,fa8ddf22ef98ea03bfc0911dade3f87598f277545b0c7a63f3a4b9cf7f0b68b8,no,0,git mv
d) Tools & Policies/Target Tracking Scaling Policy.md,13-architecture-and-design-patterns/amazon-ec2-auto-scaling/03-target-tracking-scaling.md,migrated,13895,13895,52c6a8464451901bd243056221ee06d45d189370b1e605d741f835a02f609c59,52c6a8464451901bd243056221ee06d45d189370b1e605d741f835a02f609c59,no,0,git mv
e) AWS Claude Network & Gateways/Amazon VPC Security Groups .md,07-networking-and-content-delivery/amazon-vpc/02-security-groups.md,migrated,8443,8443,e49f0961eeb93ae6af7a5c3a166a323b69c43b70ebffbae362586d44bb7e6bce,e49f0961eeb93ae6af7a5c3a166a323b69c43b70ebffbae362586d44bb7e6bce,no,0,git mv
e) AWS Claude Network & Gateways/AWS Charging Patterns and Data Transfer Costs.md,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,migrated,15671,15671,b6940dd939ba41a0e0522d678c5ab5ab792b7606fc29d62b4b92299ac682908a,b6940dd939ba41a0e0522d678c5ab5ab792b7606fc29d62b4b92299ac682908a,no,0,git mv
e) AWS Claude Network & Gateways/AWS File Gateway.md,11-migration-and-hybrid-cloud/aws-storage-gateway/02-file-gateway.md,migrated,6764,6764,e2eec77b9a677bd37cc086306e3a1fe9bcbb687cb0622942b7fd69e4baafd256,e2eec77b9a677bd37cc086306e3a1fe9bcbb687cb0622942b7fd69e4baafd256,no,0,git mv
e) AWS Claude Network & Gateways/AWS Network Firewall.md,09-security-and-compliance/aws-network-firewall/01-overview.md,migrated,9542,9542,e8f2d6843c3e391431407ca51b86911df7f4865e2c58b3ffdd45769bff591f92,e8f2d6843c3e391431407ca51b86911df7f4865e2c58b3ffdd45769bff591f92,no,0,git mv
e) AWS Claude Network & Gateways/AWS Storage Gateway .md,11-migration-and-hybrid-cloud/aws-storage-gateway/01-overview.md,migrated,7949,7949,7963d618c5f1035c9663840c999f7e76c161288d47500bb935431ee310178fac,7963d618c5f1035c9663840c999f7e76c161288d47500bb935431ee310178fac,no,0,git mv
