canonical_path,source_paths,source_count,merge_type,content_verified,notes
12-billing-pricing-and-support/customer-enablement/aws-partner-network/01-overview.md,14-ai-ml-analytics-and-other-services/aws-partner-network/01-overview.md;a) Service Explanations/AWS Partner Network (APN).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md,14-ai-ml-analytics-and-other-services/aws-prescriptive-guidance/01-overview.md;d) Tools & Policies/AWS Prescriptive Guidance.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/customer-enablement/aws-professional-services/01-overview.md,a) Service Explanations/AWS Professional Services Consulting Engagement Team.md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,14-ai-ml-analytics-and-other-services/aws-recommendation-services-complete-study-guide/02-study-guide.md;c) Keywords services/AWS Recommendation Services — Complete Study Guide.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/customer-enablement/aws-trust-and-safety/01-overview.md,a) Service Explanations/AWS Trust & Safety Team.md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md,13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md;a) Service Explanations/AWS Cloud Adoption Framework (AWS CAF).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md;a) Service Explanations/AWS Well-Architected Framework.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-athena/01-overview.md;a) Service Explanations/Amazon Athena.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,a) Service Explanations/Amazon EMR (Claude version).md;a) Service Explanations/Amazon EMR.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-kinesis-video-streams/01-overview.md;a) Service Explanations/Amazon Kinesis Video Streams.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-quicksight/01-overview.md;a) Service Explanations/Amazon QuickSight.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-redshift/01-overview.md;a) Service Explanations/Amazon Redshift.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,14-ai-ml-analytics-and-other-services/aws-glue/01-overview.md;a) Service Explanations/AWS Glue .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,a) Service Explanations/Amazon Comprehend .md;a) Service Explanations/Amazon Comprehend.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-kendra/01-overview.md;a) Service Explanations/Amazon Kendra.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-lex/01-overview.md;a) Service Explanations/Amazon Lex.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-polly/01-overview.md;a) Service Explanations/Amazon Polly.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-rekognition/01-overview.md;a) Service Explanations/Amazon Rekognition.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-textract/01-overview.md;a) Service Explanations/Amazon Textract .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-translate/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-translate/01-overview.md;a) Service Explanations/Amazon Translate.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/business-applications/amazon-connect/01-overview.md,14-ai-ml-analytics-and-other-services/amazon-connect/01-overview.md;a) Service Explanations/Amazon Connect .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/business-applications/aws-amplify/01-overview.md,a) Service Explanations/AWS Amplify (Claude Code).md;a) Service Explanations/AWS Amplify.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot-greengrass/01-overview.md,14-ai-ml-analytics-and-other-services/aws-iot-greengrass/01-overview.md;a) Service Explanations/AWS IoT Greengrass.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot/01-overview.md,14-ai-ml-analytics-and-other-services/aws-iot/01-overview.md;a) Service Explanations/AWS IoT.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md,15-comparisons-and-decision-guides/cross-service/01-amazon-emr-vs-amazon-redshift.md;b) Service Comparisons/Amazon EMR vs Amazon Redshift .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/identity-and-governance/01-root-user-vs-iam.md,15-comparisons-and-decision-guides/cross-service/01-aws-account-root-user-vs-aws-iam.md;b) Service Comparisons/AWS Account Root User vs AWS IAM .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/identity-and-governance/02-organizations-vs-control-tower.md,15-comparisons-and-decision-guides/cross-service/01-aws-organizations-vs-aws-control-tower.md;b) Service Comparisons/AWS Organizations vs AWS Control Tower.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/identity-and-governance/03-users-groups-and-roles.md,15-comparisons-and-decision-guides/cross-service/01-iam-role-vs-iam-group-vs-iam-user.md;b) Service Comparisons/IAM Role vs IAM Group vs IAM User.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/migration/01-datasync-vs-dms.md,15-comparisons-and-decision-guides/cross-service/01-aws-datasync-vs-aws-database-migration-service-aws-dms.md;b) Service Comparisons/AWS DataSync vs AWS Database Migration Service (AWS DMS).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,15-comparisons-and-decision-guides/cross-service/01-aws-snowball-edge-vs-aws-outposts.md;b) Service Comparisons/AWS Snowball Edge vs AWS Outposts.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/networking/01-cloudfront-vs-global-accelerator.md,15-comparisons-and-decision-guides/cross-service/01-amazon-cloudfront-vs-aws-global-accelerator.md;b) Service Comparisons/Amazon CloudFront vs AWS Global Accelerator.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/networking/02-vpc-connectivity-options.md,15-comparisons-and-decision-guides/cross-service/01-vpc-endpoint-vs-vpc-peering-vs-aws-transit-gateway.md;b) Service Comparisons/VPC Endpoint vs VPC Peering vs AWS Transit Gateway .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/storage/01-file-gateway-vs-volume-gateway.md,15-comparisons-and-decision-guides/cross-service/01-aws-file-gateway-vs-aws-volume-gateway-cached.md;b) Service Comparisons/AWS File Gateway vs AWS Volume Gateway (Cached).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
15-comparisons-and-decision-guides/storage/02-storage-gateway-family.md,15-comparisons-and-decision-guides/cross-service/01-aws-storage-gateway-vs-aws-file-gateway.md;e) AWS Claude Network & Gateways/AWS Storage Gateway vs AWS File Gateway.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
90-archive/ambiguous-services/amazon-alexa.md,a) Service Explanations/Amazon Alexa .md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
90-archive/obsolete-services/amazon-chime.md,a) Service Explanations/Amazon Chime Video Meetings.md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
90-archive/obsolete-services/amazon-elastic-transcoder.md,a) Service Explanations/Amazon Elastic Transcoder .md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
docs/templates/aws-study-prompts/latex-study-document-prompt.md,COPY PASTE PROMPT OF CLAUDE (BOTH CONTENT AND STYLE ).txt,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
docs/templates/aws-study-prompts/saa-study-note-prompt.md,COPY PASTE Prompt .txt,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
docs/templates/aws-study-prompts/service-comparison-prompt.md,b) Service Comparisons/Comparison copy paste prompt.txt,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
docs/templates/aws-study-prompts/service-explanation-prompt.md,a) Service Explanations/copy paste ptompt Explanations .txt,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
