current_path,proposed_path,action,git_state,size_bytes,sha256,duplicate_group,confidence,migration_decision,decision_reason
a) Service Explanations/AWS KMS (Key Management Service).md,09-security-and-compliance/aws-kms/01-overview.md,rename-and-move,tracked,8470,2732d6eec15100c68ccfba54164fbdd01b6725188cee3582be82901e5996ceda,DG-07-kms,high,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Knowledge Center.md,14-ai-ml-analytics-and-other-services/aws-repost-knowledge-center/01-overview.md,manual-review,tracked,6866,9fe3fe8c886471244cec01855ff3e220da56d56a7ea45e3b58bc097fbd808caa,,high,skip,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS Lambda.md,08-serverless-and-application-integration/aws-lambda/01-overview.md,rename-and-move,tracked,5731,b241407aac4318feaf3db3b86c53eb1411cc4ba7939feb5ff65aafbc564896a2,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Local Zones.md,02-global-infrastructure/aws-local-zones/01-overview.md,rename-and-move,tracked,6971,0266ab7658606e35a63ea74556da17aff98774b6950a883d3835ddcae313c28c,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Managed Services (AMS).md,10-monitoring-management-and-deployment/aws-managed-services/01-overview.md,rename-and-move,tracked,8700,f652e465d4aea4dd3556829f42fff2dd320a90e2adb2212d5b3ab5707d30d191,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Migration Hub.md,11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,rename-and-move,tracked,7613,5509ac9ff22436ec741a90d7f8f79874fef88821c6f5204346d947d9fd14da36,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Organizations .md,03-identity-governance-and-organizations/aws-organizations/01-overview.md,rename-and-move,tracked,9628,7679170dfd00e666e01a3bceb12339a074dd72f64be86147853644516dd7887d,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Outposts.md,11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,rename-and-move,tracked,9006,534539bfdba5e85fba15c5ffe7f1ba5dc42dc3d5ab79791250fe40b4b92d80d6,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Partner Network (APN).md,14-ai-ml-analytics-and-other-services/aws-partner-network/01-overview.md,rename-and-move,tracked,5603,928b18f1d5641634ff353be42cbb39481dd23e64b21c4a17a9476f04a13e82ab,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Personal Health Dashboard (AWS Health).md,14-ai-ml-analytics-and-other-services/aws-health/01-overview.md,manual-review,tracked,3385,7d773cb5719406ee277cb8951907d9c9b0b9e076c8cac80badd601fe55a2df7e,,high,skip,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS Pricing Calculator .md,12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md,rename-and-move,tracked,5451,118920e3eda77eac2ad530525ebd4225adacdbdbd85171fd99a36eed94af988d,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Professional Services Consulting Engagement Team.md,14-ai-ml-analytics-and-other-services/aws-professional-services/01-overview.md,manual-review,tracked,5419,ea7784d09e85ce694ce1d9633dda87699f3e36ec4e9897d5447460030c326b70,,medium,skip,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS rePost.md,14-ai-ml-analytics-and-other-services/aws-repost/01-overview.md,rename-and-move,tracked,7013,03a1fe300230dfed95edbaf390f59ca92464a1d3ff75c5a386e9f66c276a6564,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Resource Access Manager (AWS RAM).md,03-identity-governance-and-organizations/aws-resource-access-manager/01-overview.md,rename-and-move,tracked,5150,4dac8dfb5a4cb78addc80de227407d3a09c18f1cace3b738f1d00bf461eb7eea,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Schema Conversion Tool (AWS SCT).md,14-ai-ml-analytics-and-other-services/aws-schema-conversion-tool-aws-sct/01-overview.md,rename-and-move,tracked,6486,8c9da724267732cf9a9eef15e2c88f4ff4ef22544eddae5dbed78b2547861636,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Secrets Manager.md,09-security-and-compliance/aws-secrets-manager/01-overview.md,rename-and-move,tracked,6981,83aa8c7677a27bf76d439cf5a7135b49b003f9008561acfba171795de7ebe176,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Security and Compliance Center.md,09-security-and-compliance/aws-security-and-compliance-reference/01-overview.md,manual-review,tracked,6273,7b6c5a6a0af2c197d7fc75d44086f122b5462d9e2cc60f7fd761ea4bfd3f08ae,,medium,skip,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS Security Hub.md,09-security-and-compliance/aws-security-hub/01-overview.md,rename-and-move,tracked,12778,9c66a7ccd10337e2c413cf2aca16348328161d71dd449f7caf126c6d3cda554a,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Service Catalog.md,03-identity-governance-and-organizations/aws-service-catalog/01-overview.md,rename-and-move,tracked,8656,dfd1534c67d626c0e3ee12afd66ec5dd26728fd82104f90803c7799eba972ace,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Service Quotas V2 .md,12-billing-pricing-and-support/aws-service-quotas/01-overview.md,rename-and-move,tracked,8830,0d84024d34e27ba288322679c02fbda961adde54ce4294e9235b6a32409d0d3f,DG-08-service-quotas,high,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Service Quotas.md,12-billing-pricing-and-support/aws-service-quotas/01-overview.md,merge-later,tracked,5825,6910b2719708ae07f76f5227a31ae296b29efb40d845b950ed5df42a0ee2b5e9,DG-08-service-quotas,high,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Shield.md,09-security-and-compliance/aws-shield/01-overview.md,rename-and-move,tracked,6132,082e247c79336b97b5296c5bc05667f694dd168b1456a5f2b5923eb29f5ed481,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Snowball Edge.md,11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,rename-and-move,tracked,6695,e400cf4f0ba2aa8723e21b9e16bb9ea275e7d730244177f45e13582fc34ca691,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Support Center.md,12-billing-pricing-and-support/aws-support/01-overview.md,rename-and-move,tracked,11040,8b178ae8e75017596f4785556081c39c304592f789c2646d124dac336e0a73ef,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Support Plans.md,12-billing-pricing-and-support/aws-support/02-study-guide.md,merge-later,tracked,13543,f95beefe70f8706401341f86d29392622a4fd13e9bc7d6ae8881829a96e325cb,DG-18-support-plans,medium,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
a) Service Explanations/AWS Systems Manager Session Manager.md,08-serverless-and-application-integration/amazon-ses/02-session-manager.md,rename-and-move,tracked,5854,204d53ef3e3ee3158a846ef7ca9a0072b2c0ca3e3b52f34431f53f14b49baf18,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Systems Manager.md,10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,rename-and-move,tracked,5772,7c6190939a8e4ea4b988d42242188cb72a3024aaa9a55e35612df4e847a00b51,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Trust & Safety Team.md,09-security-and-compliance/aws-trust-and-safety/01-overview.md,manual-review,tracked,8938,f43f98c77d27110feb183d5efb1683f5828290e8a148a1dfe1261d87136b0314,,medium,skip,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/AWS Trusted Advisor .md,12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,rename-and-move,tracked,7203,a42f0492c52d818cc63692e4c578471f9bb80fa88768d1328e6bd72e7491bf74,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS WAF.md,09-security-and-compliance/aws-waf/01-overview.md,rename-and-move,tracked,4975,bb44d434ac87a56d2cf17535eedde0a900b9a1265cf4f55c647f41ffdf8e1bb0,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Wavelength.md,02-global-infrastructure/aws-wavelength/01-overview.md,rename-and-move,tracked,5218,db510575df7dae23df60aa081297e566859e34a29db8a79cc3e7ddae68cfee0b,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS Well-Architected Framework.md,13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,rename-and-move,tracked,7352,67a13f455b1b6a63ba2a367a1a9e9be6f07bd05eb169d9ceae2d3a733f99d2b1,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/AWS X-Ray.md,10-monitoring-management-and-deployment/aws-x-ray/01-overview.md,rename-and-move,tracked,7148,67a81d851f286d791f294572496c8d25808200416b894b2f27bda971fa280ff8,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/copy paste ptompt Explanations .txt,docs/templates/aws-study-prompts/01-service-explanation-prompt.md,manual-review,tracked,889,0e5c56ac90ce2118d1aef01e50875cda8aacf9f8501b9b692494791244d8f87e,,medium,skip,Action 'manual-review' is outside Phase 3 execution scope.
a) Service Explanations/S3 Storage Classes.md,05-storage/amazon-s3/02-storage-classes.md,rename-and-move,tracked,9693,fc1862b29a19cab5b7e28199c0174ed9868654a078d0f4ee78f3f5a542b1df63,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/Service Control Policy (SCP).md,03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md,rename-and-move,tracked,14959,54bd2bc5873f366a99f8137a4f7bf473c207c3a88a02e4bfc54945f8876cd883,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/VPC Endpoint Services.md,07-networking-and-content-delivery/amazon-vpc/04-endpoint-services.md,rename-and-move,tracked,7018,51a46a0230d2cc7c20189b7095700657e6ee222e1b5377cbf038b936569bb29b,,high,migrate,High-confidence unique approved move with no destination collision.
a) Service Explanations/VPC Peering .md,07-networking-and-content-delivery/amazon-vpc/05-vpc-peering.md,rename-and-move,tracked,5845,b179d848afbbb7f7633aaa33bf4495330231e6002425b946ce5f3c1d6e95b354,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/Amazon CloudFront vs AWS Global Accelerator.md,15-comparisons-and-decision-guides/cross-service/01-amazon-cloudfront-vs-aws-global-accelerator.md,rename-and-move,tracked,11528,0e9fe03af11d81ae93cb881c83c6da719a165282e0de483938a516f8865e4954,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/Amazon EMR vs Amazon Redshift .md,15-comparisons-and-decision-guides/cross-service/01-amazon-emr-vs-amazon-redshift.md,rename-and-move,tracked,14950,a3624e01956aa78809954611b3486804482598871f221a7f88d942a667454fb6,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/AWS Account Root User vs AWS IAM .md,15-comparisons-and-decision-guides/cross-service/01-aws-account-root-user-vs-aws-iam.md,rename-and-move,tracked,10907,16f745b339e363b6dd35ad3d658d1e8918e870dce632c898cc6ee2fcef9f4dff,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/AWS DataSync vs AWS Database Migration Service (AWS DMS).md,15-comparisons-and-decision-guides/cross-service/01-aws-datasync-vs-aws-database-migration-service-aws-dms.md,rename-and-move,tracked,13233,d8c8e328ce31ccbca0fcd196a2a8dc350101e1daa4c129e15ff72bbeaae9d104,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/AWS File Gateway vs AWS Volume Gateway (Cached).md,15-comparisons-and-decision-guides/cross-service/01-aws-file-gateway-vs-aws-volume-gateway-cached.md,rename-and-move,tracked,11627,be7b07819e88ee43ea612c7e3c195735ea61942d74bdc4425893038c1ed46187,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/AWS Organizations vs AWS Control Tower.md,15-comparisons-and-decision-guides/cross-service/01-aws-organizations-vs-aws-control-tower.md,rename-and-move,tracked,10788,47ac8e491cf0d3e0516eec17be7f5c2056c5511b0e607ee4592a2c6196e9ecbd,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/AWS Snowball Edge vs AWS Outposts.md,15-comparisons-and-decision-guides/cross-service/01-aws-snowball-edge-vs-aws-outposts.md,rename-and-move,tracked,12457,d5b3dd1c70d18c283f59b4cb7e00e0366c186ab2e0c16da9ee5e362339cd1f8c,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/Comparison copy paste prompt.txt,docs/templates/aws-study-prompts/02-service-comparison-prompt.md,manual-review,tracked,1150,c1f16c1a8568a18eda78ef6b4b5cc5ad58ca61970ddead56c8493c2c4e62bf81,,medium,skip,Action 'manual-review' is outside Phase 3 execution scope.
b) Service Comparisons/IAM Role vs IAM Group vs IAM User.md,15-comparisons-and-decision-guides/cross-service/01-iam-role-vs-iam-group-vs-iam-user.md,rename-and-move,tracked,11797,9df572c2f3889504d9e32c26689be879c72c5851457755a10fb1f2746d4d4aec,,high,migrate,High-confidence unique approved move with no destination collision.
b) Service Comparisons/VPC Endpoint vs VPC Peering vs AWS Transit Gateway .md,15-comparisons-and-decision-guides/cross-service/01-vpc-endpoint-vs-vpc-peering-vs-aws-transit-gateway.md,rename-and-move,tracked,11856,08a96f96c710ce5fa814800f71eda20924014d3f6ed323a86352c78a8b6a0d8b,,high,migrate,High-confidence unique approved move with no destination collision.
c) Keywords services/Amazon EC2 Purchasing & Billing Options.md,04-compute/amazon-ec2/02-study-guide.md,rename-and-move,tracked,29549,518e88284cdc479c680f0af58d6ddfb4870b5eeac171d95a5dc9849937ade9f9,,high,migrate,High-confidence unique approved move with no destination collision.
c) Keywords services/Amazon S3 Lifecycle Policy.md,05-storage/amazon-s3/03-lifecycle-policies.md,rename-and-move,tracked,7899,35ee669e103efc0994e2e5e9bb0b4a80def7046a715e4bc4427d9a57b618fa8b,,high,migrate,High-confidence unique approved move with no destination collision.
c) Keywords services/AWS Cloud Practitioner — Fixed vs Variable Costs.md,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,rename-and-move,tracked,15737,c4b1afbea5ba2700a88b52c363426662ac5c2b34675f4cfd8a74f21cc7c121cc,,high,migrate,High-confidence unique approved move with no destination collision.
c) Keywords services/AWS Documentation & Guidance Services.md,14-ai-ml-analytics-and-other-services/aws-guidance/02-study-guide.md,rename-and-move,tracked,7227,2fa0ba14e9a741de95b697a4eff38bc6a37fd0ce74f226cb7f30038be5d70700,,high,migrate,High-confidence unique approved move with no destination collision.
c) Keywords services/AWS Networking – Complete Cloud Practitioner Study Guide.md,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,rename-and-move,tracked,46507,752be592dbf50ff4e1188a3fe20dd3e86a6526189425b3aeb76304968667a865,,high,migrate,High-confidence unique approved move with no destination collision.
c) Keywords services/AWS Recommendation Services — Complete Study Guide.md,14-ai-ml-analytics-and-other-services/aws-recommendation-services-complete-study-guide/02-study-guide.md,rename-and-move,tracked,31548,ad7fbddb438d601aaeced54c3ebead63619ba8e206f7746fcd2d5a78b22649f2,,high,migrate,High-confidence unique approved move with no destination collision.
c) Keywords services/AWS Savings Plans — Complete Study Guide.md,12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,rename-and-move,tracked,25189,550bcf284ec53f781c097e96fd3661c67b2dd92a23ff0b9a9fd52708f744e23a,,high,migrate,High-confidence unique approved move with no destination collision.
c) Keywords services/AWS Support Plans — Complete Study Guide.md,12-billing-pricing-and-support/aws-support/02-study-guide.md,rename-and-move,tracked,28172,b8bdbdd115996889f3bd8ff29bfd3d4bf4e7683a143df3c07f28adea2a6540c4,DG-18-support-plans,medium,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
COPY PASTE Prompt .txt,docs/templates/aws-study-prompts/03-saa-study-note-prompt.md,manual-review,tracked,3506,c362ddcf6b1de4d2ebf05bde4b7944441636f9780ea089e17d559ebdd319032e,,medium,skip,Action 'manual-review' is outside Phase 3 execution scope.
COPY PASTE PROMPT OF CLAUDE (BOTH CONTENT AND STYLE ).txt,docs/templates/aws-study-prompts/04-latex-study-document-prompt.md,manual-review,untracked,33990,c3675ac1009ac8bbfb5dc368b0f6a8733cc48a62aeb4243cca2430fed39c2340,,medium,skip,Action 'manual-review' is outside Phase 3 execution scope.
d) Tools & Policies/AWS Customer Managed Policies (Claude version).txt,03-identity-governance-and-organizations/aws-iam/05-customer-managed-policies.md,rename-and-move,tracked,6730,30de60d3cd4d3427d4e53b031eae3ed0b2103a3e6d6488937a743c245158697f,DG-17-customer-managed-policies,high,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
d) Tools & Policies/AWS Prescriptive Guidance.md,14-ai-ml-analytics-and-other-services/aws-prescriptive-guidance/01-overview.md,rename-and-move,tracked,7408,91611b7bdf77d1419dd074370c2d5980c720f28fc38badfb17403b500e53e843,,high,migrate,High-confidence unique approved move with no destination collision.
d) Tools & Policies/EC2 Pricing Models (Reserved Instances).md,04-compute/amazon-ec2/03-reserved-instances.md,rename-and-move,tracked,16890,f47b638086ab879990656cf070ddf6e594340b6e48cbb663414cb0b370e6d21d,,high,migrate,High-confidence unique approved move with no destination collision.
d) Tools & Policies/IAM Inline Policy.md,03-identity-governance-and-organizations/aws-iam/06-inline-policies.md,rename-and-move,tracked,10023,82027b367618101412e87130aaca829468e364ebec83cafa48bc989d7563209f,,high,migrate,High-confidence unique approved move with no destination collision.
d) Tools & Policies/Rightsizing on AWS.txt,12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md,rename-and-move,tracked,9687,fa8ddf22ef98ea03bfc0911dade3f87598f277545b0c7a63f3a4b9cf7f0b68b8,,high,migrate,High-confidence unique approved move with no destination collision.
d) Tools & Policies/Target Tracking Scaling Policy.md,13-architecture-and-design-patterns/amazon-ec2-auto-scaling/03-target-tracking-scaling.md,rename-and-move,tracked,13895,52c6a8464451901bd243056221ee06d45d189370b1e605d741f835a02f609c59,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/Amazon VPC Security Groups .md,07-networking-and-content-delivery/amazon-vpc/02-security-groups.md,rename-and-move,tracked,8443,e49f0961eeb93ae6af7a5c3a166a323b69c43b70ebffbae362586d44bb7e6bce,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/AWS Charging Patterns and Data Transfer Costs.md,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,rename-and-move,tracked,15671,b6940dd939ba41a0e0522d678c5ab5ab792b7606fc29d62b4b92299ac682908a,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/AWS File Gateway.md,11-migration-and-hybrid-cloud/aws-storage-gateway/02-file-gateway.md,rename-and-move,tracked,6764,e2eec77b9a677bd37cc086306e3a1fe9bcbb687cb0622942b7fd69e4baafd256,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/AWS Network Firewall.md,09-security-and-compliance/aws-network-firewall/01-overview.md,rename-and-move,tracked,9542,e8f2d6843c3e391431407ca51b86911df7f4865e2c58b3ffdd45769bff591f92,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/AWS Storage Gateway .md,11-migration-and-hybrid-cloud/aws-storage-gateway/01-overview.md,rename-and-move,tracked,7949,7963d618c5f1035c9663840c999f7e76c161288d47500bb935431ee310178fac,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/AWS Storage Gateway vs AWS File Gateway.md,15-comparisons-and-decision-guides/cross-service/01-aws-storage-gateway-vs-aws-file-gateway.md,rename-and-move,tracked,12870,e660404a967bb58bf0677128efc997ae1cea25d0620396e816dfad933f8ed765,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/AWS Tape Gateway.md,11-migration-and-hybrid-cloud/aws-storage-gateway/05-tape-gateway.md,merge-later,tracked,5586,9f59da09822864e4ca70ab2fdc38df97bc941a96bd700abc17bac88785f4051d,DG-09-tape-gateway,high,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
e) AWS Claude Network & Gateways/AWS Tape Gateway(Claude version) .md,11-migration-and-hybrid-cloud/aws-storage-gateway/05-tape-gateway.md,rename-and-move,tracked,7060,fe79a1e2fc4e5e7be463a9cf5ec8b8aed0be57f12e12e498fd380b3deaa48802,DG-09-tape-gateway,high,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
e) AWS Claude Network & Gateways/AWS Transit Gateway .md,07-networking-and-content-delivery/aws-transit-gateway/01-overview.md,rename-and-move,tracked,4727,c521e56e86bcd499fc19bb0c9d15111c32f15af604781eb43de8024424c0029e,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode) Claude version .md,11-migration-and-hybrid-cloud/aws-storage-gateway/03-volume-gateway-cached.md,rename-and-move,tracked,6933,1298dfc1a078f527c9168bc50d922a01c87aead1d3f4542268bd9a95c4d8c70e,DG-10-volume-gateway-cached,high,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode).md,11-migration-and-hybrid-cloud/aws-storage-gateway/03-volume-gateway-cached.md,merge-later,tracked,6599,9c626e7fb2e0d4da7eec53e5f7f1bedd9b7da36d253f7ec834fe0f22113c5bd8,DG-10-volume-gateway-cached,high,skip,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
e) AWS Claude Network & Gateways/AWS Volume Gateway (Stored Mode).md,11-migration-and-hybrid-cloud/aws-storage-gateway/04-volume-gateway-stored.md,rename-and-move,tracked,8331,fd5d83ce480065cd4de02110ef47b18c1136a6f028d893a7d824513255549bb2,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/Customer Gateway (CGW).md,07-networking-and-content-delivery/amazon-vpc/06-customer-gateway.md,rename-and-move,tracked,10761,33904a839f049ccdffda0359e00f51909310168d904b12147dabff09672341a7,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/NAT Gateway.md,07-networking-and-content-delivery/amazon-vpc/08-nat-gateway.md,rename-and-move,tracked,10128,89a6b1dc3bf7177de26854f326848476391d7f843ca68b8de08b8d41df45099a,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/Remote Desktop Protocol (RDP) Connection.md,04-compute/amazon-ec2/06-rdp-connections.md,rename-and-move,tracked,8412,1c7cef6f8eeeae49aea5159ddead5f5d9c0bcbefe3a26f1bb9533c86db1a1715,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/Virtual Private Gateway (VGW).md,07-networking-and-content-delivery/amazon-vpc/07-virtual-private-gateway.md,rename-and-move,tracked,7624,37e742845365c36185157df0321327b6423ea31e1a2d70ec5af9e6caf7f532f4,,high,migrate,High-confidence unique approved move with no destination collision.
e) AWS Claude Network & Gateways/VPC Flow Logs .md,07-networking-and-content-delivery/amazon-vpc/03-flow-logs.md,rename-and-move,tracked,12619,c730396facc37e4219592f17466609ccf892517fa17304ead40298970d983751,,high,migrate,High-confidence unique approved move with no destination collision.
f) EC2/PlacementGroups.md,13-architecture-and-design-patterns/amazon-ec2/02-placement-groups.md,rename-and-move,tracked,57512,237693cf33fa593c05246c2cb4afd0fcb8897266985a35cc720f015794d2caac,,high,migrate,High-confidence unique approved move with no destination collision.
g)ELB & ASG/SSL Termination .md,13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,rename-and-move,untracked,26408,767a970080f002da57762a61caab6a2994f98bf66ceb42c581f6605828cd4ecb,,high,migrate,High-confidence unique approved move with no destination collision.
h) RDS/SSL & TLS with Load Balancer and RDS.md,13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,rename-and-move,untracked,6275,4c7b7946154b03fdd51b8b2cd2467200a2edfa157d29d4649bd38ca8b4c1b241,,high,migrate,High-confidence unique approved move with no destination collision.
