source_path,source_type,topic_family,sha256,size_bytes,canonical_target_paths,unique_information,duplicate_or_overlap,final_source_action,verification_status,notes
10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,study-note,01-overview,4a4d7c360b97ad5f1ff713eda804063c197658cb6a55c99ff068a544e6b4b568,20210,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
10-monitoring-management-and-deployment/aws-codestar/01-overview.md,study-note,01-overview,a4f0e5dc6f9614158dc3f82122d6e8d577ac6771da95b6a25adf18f68b107941,5610,10-monitoring-management-and-deployment/aws-codestar/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
10-monitoring-management-and-deployment/aws-config/01-overview.md,study-note,01-overview,a3c11df9e0bbd47b45ac52337528075f394418a76edc2ac62a72859a8c836ea8,6394,10-monitoring-management-and-deployment/aws-config/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
10-monitoring-management-and-deployment/aws-managed-services/01-overview.md,study-note,01-overview,f652e465d4aea4dd3556829f42fff2dd320a90e2adb2212d5b3ab5707d30d191,8700,12-billing-pricing-and-support/customer-enablement/aws-managed-services/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,study-note,01-overview,7c6190939a8e4ea4b988d42242188cb72a3024aaa9a55e35612df4e847a00b51,5772,10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
10-monitoring-management-and-deployment/aws-x-ray/01-overview.md,study-note,01-overview,67a81d851f286d791f294572496c8d25808200416b894b2f27bda971fa280ff8,7148,10-monitoring-management-and-deployment/aws-x-ray/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,study-note,01-overview,5bff04b9187bcc48f3a55ace041cbba745dd9d96b77a5410c642bd28ce72ab98,10424,11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-database-migration-service/01-overview.md,study-note,01-overview,830845f77ccb6faf53b0ba5778fab6dbb80418022ae3d5097bd5fe460096060d,5641,11-migration-and-hybrid-cloud/aws-database-migration-service/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-datasync/01-overview.md,study-note,01-overview,c3691fca2899dfe3f542dbfa13514c914cf02cc782b2060268f9a211fc101368,5910,11-migration-and-hybrid-cloud/aws-datasync/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,study-note,01-overview,5509ac9ff22436ec741a90d7f8f79874fef88821c6f5204346d947d9fd14da36,7613,11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,study-note,01-overview,534539bfdba5e85fba15c5ffe7f1ba5dc42dc3d5ab79791250fe40b4b92d80d6,9006,11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,study-note,01-overview,e400cf4f0ba2aa8723e21b9e16bb9ea275e7d730244177f45e13582fc34ca691,6695,11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-storage-gateway/01-overview.md,study-note,01-overview,7963d618c5f1035c9663840c999f7e76c161288d47500bb935431ee310178fac,7949,05-storage/aws-storage-gateway/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-storage-gateway/02-file-gateway.md,study-note,02-file-gateway,e2eec77b9a677bd37cc086306e3a1fe9bcbb687cb0622942b7fd69e4baafd256,6764,05-storage/aws-storage-gateway/02-file-gateway.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
11-migration-and-hybrid-cloud/aws-storage-gateway/04-volume-gateway-stored.md,study-note,04-volume-gateway-stored,fd5d83ce480065cd4de02110ef47b18c1136a6f028d893a7d824513255549bb2,8331,05-storage/aws-storage-gateway/04-volume-gateway-stored.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md,study-note,01-overview,10e22837c0f112abf6b88ba319d305a8ac1bf52dd9e3414cdea452e77567a622,8192,12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,study-note,02-study-guide,c4b1afbea5ba2700a88b52c363426662ac5c2b34675f4cfd8a74f21cc7c121cc,15737,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,study-note,03-data-transfer-costs,b6940dd939ba41a0e0522d678c5ab5ab792b7606fc29d62b4b92299ac682908a,15671,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md,study-note,04-rightsizing,fa8ddf22ef98ea03bfc0911dade3f87598f277545b0c7a63f3a4b9cf7f0b68b8,9687,12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-billing-conductor/01-overview.md,study-note,01-overview,080032388d0853d6d9de1c2a35f6c1e4012bba4a8212bd74ae652a265e52eaac,7844,12-billing-pricing-and-support/aws-billing-conductor/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-budgets/01-overview.md,study-note,01-overview,61992bca4ace206673b0e3ca9c6cb7a1d17629003ef429d6d5750ea29002b348,10243,12-billing-pricing-and-support/aws-budgets/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-cost-allocation-tags/01-overview.md,study-note,01-overview,c41f2a0d425ab836c4473174f6aefe72f3506be358422815554e053ae559257b,6074,12-billing-pricing-and-support/aws-cost-allocation-tags/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-cost-and-usage-reports/01-overview.md,study-note,01-overview,9edb9525c710bc0d322468879e35f8741760e2b918d03837128e3333539daf20,4224,12-billing-pricing-and-support/aws-cost-and-usage-reports/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-cost-explorer/01-overview.md,study-note,01-overview,f7a333a44b6cb62a3ccdbfafe7ff8245fa8c3d097ac8bb8cfac96348782f381c,5512,12-billing-pricing-and-support/aws-cost-explorer/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md,study-note,01-overview,118920e3eda77eac2ad530525ebd4225adacdbdbd85171fd99a36eed94af988d,5451,12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,study-note,02-study-guide,550bcf284ec53f781c097e96fd3661c67b2dd92a23ff0b9a9fd52708f744e23a,25189,12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-support/01-overview.md,study-note,01-overview,8b178ae8e75017596f4785556081c39c304592f789c2646d124dac336e0a73ef,11040,12-billing-pricing-and-support/aws-support/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,study-note,01-overview,a42f0492c52d818cc63692e4c578471f9bb80fa88768d1328e6bd72e7491bf74,7203,12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
13-architecture-and-design-patterns/amazon-ec2/02-placement-groups.md,study-note,02-placement-groups,237693cf33fa593c05246c2cb4afd0fcb8897266985a35cc720f015794d2caac,57512,04-compute/amazon-ec2/07-placement-groups.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
13-architecture-and-design-patterns/amazon-ec2-auto-scaling/03-target-tracking-scaling.md,study-note,03-target-tracking-scaling,52c6a8464451901bd243056221ee06d45d189370b1e605d741f835a02f609c59,13895,04-compute/ec2-auto-scaling/01-target-tracking-scaling.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md,study-note,01-overview,cc9a0857f8862be681266b2bfb3db652a309d4a8f0509872bae1ff72ad05c822,6804,13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,study-note,01-overview,67a13f455b1b6a63ba2a367a1a9e9be6f07bd05eb169d9ceae2d3a733f99d2b1,7352,13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,study-note,01-ssl-termination,767a970080f002da57762a61caab6a2994f98bf66ceb42c581f6605828cd4ecb,26408,13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,study-note,02-tls-with-load-balancers-and-rds,4c7b7946154b03fdd51b8b2cd2467200a2edfa157d29d4649bd38ca8b4c1b241,6275,13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-athena/01-overview.md,study-note,01-overview,db26ebd5e2abf59e2dab0351bccc58686a646c8823726b8491b8a6880e36a48a,5572,14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-connect/01-overview.md,study-note,01-overview,1b647ab07a98a4b6571fef687b6d7fbd6574ca8d60240084b861af2b2c8fd21f,4905,14-ai-ml-analytics-and-other-services/business-applications/amazon-connect/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-kendra/01-overview.md,study-note,01-overview,d0ac6febe2c45c259d8023ae5ebb374821427bea5ed3946230dd23ab6b2b3226,5302,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-kinesis-video-streams/01-overview.md,study-note,01-overview,891331c4a6962cee09a78d99ac468040be52707fbeff9fdf097fb9fe7bbd9ac2,5386,14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-lex/01-overview.md,study-note,01-overview,c136672f748a347821fc6feddd61f18301ac26be81324d443743f7b79a90e695,5718,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-polly/01-overview.md,study-note,01-overview,2adcf63d4d3c59e2e790ac712f925630079b17b78167ce0bb1cebe93d9cf8a53,4193,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-quicksight/01-overview.md,study-note,01-overview,05991f51ac46ed29d3a249b6f0d2abd9ec17633c27408fbc2bc39e6cb647b3d4,7692,14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-redshift/01-overview.md,study-note,01-overview,f09d436e67377890356d27d771c27c083672a03725d2407739b6bfef9ddc120c,10597,14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-rekognition/01-overview.md,study-note,01-overview,1f45a6af286ba9864a7a968dc695d53f52982965872a0b02d87d1cfe6f795c9c,5115,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-textract/01-overview.md,study-note,01-overview,dee8648be41bf41b7c0eb02f3c10cf949ff211699bee987135e9af79d952f12f,8103,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/amazon-translate/01-overview.md,study-note,01-overview,f03669eaf3d6f69e26a65627b4494220d99cf4e8b7941a7492bd425d1a260da7,6145,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-translate/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-glue/01-overview.md,study-note,01-overview,53f194a3637be6edfc0b4c2d913fdc3578c41f708e027154872d375f40ef64da,10477,14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-guidance/02-study-guide.md,study-note,02-study-guide,2fa0ba14e9a741de95b697a4eff38bc6a37fd0ce74f226cb7f30038be5d70700,7227,12-billing-pricing-and-support/customer-enablement/aws-guidance/01-study-guide.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-iot/01-overview.md,study-note,01-overview,0f71b18a12f55280a1b3061311e46d788d261f6c0750f7b0eba94c6670ef0b4e,6842,14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-iot-greengrass/01-overview.md,study-note,01-overview,e21853dc09fb4de529ae0b563bb8ffe7801cffebee4edf0e575fb17137b25821,7429,14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot-greengrass/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-partner-network/01-overview.md,study-note,01-overview,928b18f1d5641634ff353be42cbb39481dd23e64b21c4a17a9476f04a13e82ab,5603,12-billing-pricing-and-support/customer-enablement/aws-partner-network/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-prescriptive-guidance/01-overview.md,study-note,01-overview,91611b7bdf77d1419dd074370c2d5980c720f28fc38badfb17403b500e53e843,7408,12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-recommendation-services-complete-study-guide/02-study-guide.md,study-note,02-study-guide,ad7fbddb438d601aaeced54c3ebead63619ba8e206f7746fcd2d5a78b22649f2,31548,12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-repost/01-overview.md,study-note,01-overview,03a1fe300230dfed95edbaf390f59ca92464a1d3ff75c5a386e9f66c276a6564,7013,12-billing-pricing-and-support/aws-repost/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
14-ai-ml-analytics-and-other-services/aws-schema-conversion-tool-aws-sct/01-overview.md,study-note,01-overview,8c9da724267732cf9a9eef15e2c88f4ff4ef22544eddae5dbed78b2547861636,6486,11-migration-and-hybrid-cloud/aws-schema-conversion-tool/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-amazon-cloudfront-vs-aws-global-accelerator.md,comparison,01-amazon-cloudfront-vs-aws-global-accelerator,0e9fe03af11d81ae93cb881c83c6da719a165282e0de483938a516f8865e4954,11528,15-comparisons-and-decision-guides/networking/01-cloudfront-vs-global-accelerator.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-amazon-emr-vs-amazon-redshift.md,comparison,01-amazon-emr-vs-amazon-redshift,a3624e01956aa78809954611b3486804482598871f221a7f88d942a667454fb6,14950,15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-aws-account-root-user-vs-aws-iam.md,comparison,01-aws-account-root-user-vs-aws-iam,16f745b339e363b6dd35ad3d658d1e8918e870dce632c898cc6ee2fcef9f4dff,10907,15-comparisons-and-decision-guides/identity-and-governance/01-root-user-vs-iam.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-aws-datasync-vs-aws-database-migration-service-aws-dms.md,comparison,01-aws-datasync-vs-aws-database-migration-service-aws-dms,d8c8e328ce31ccbca0fcd196a2a8dc350101e1daa4c129e15ff72bbeaae9d104,13233,15-comparisons-and-decision-guides/migration/01-datasync-vs-dms.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-aws-file-gateway-vs-aws-volume-gateway-cached.md,comparison,01-aws-file-gateway-vs-aws-volume-gateway-cached,be7b07819e88ee43ea612c7e3c195735ea61942d74bdc4425893038c1ed46187,11627,15-comparisons-and-decision-guides/storage/01-file-gateway-vs-volume-gateway.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-aws-organizations-vs-aws-control-tower.md,comparison,01-aws-organizations-vs-aws-control-tower,47ac8e491cf0d3e0516eec17be7f5c2056c5511b0e607ee4592a2c6196e9ecbd,10788,15-comparisons-and-decision-guides/identity-and-governance/02-organizations-vs-control-tower.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-aws-snowball-edge-vs-aws-outposts.md,comparison,01-aws-snowball-edge-vs-aws-outposts,d5b3dd1c70d18c283f59b4cb7e00e0366c186ab2e0c16da9ee5e362339cd1f8c,12457,15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-aws-storage-gateway-vs-aws-file-gateway.md,comparison,01-aws-storage-gateway-vs-aws-file-gateway,e660404a967bb58bf0677128efc997ae1cea25d0620396e816dfad933f8ed765,12870,15-comparisons-and-decision-guides/storage/02-storage-gateway-family.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-iam-role-vs-iam-group-vs-iam-user.md,comparison,01-iam-role-vs-iam-group-vs-iam-user,9df572c2f3889504d9e32c26689be879c72c5851457755a10fb1f2746d4d4aec,11797,15-comparisons-and-decision-guides/identity-and-governance/03-users-groups-and-roles.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
15-comparisons-and-decision-guides/cross-service/01-vpc-endpoint-vs-vpc-peering-vs-aws-transit-gateway.md,comparison,01-vpc-endpoint-vs-vpc-peering-vs-aws-transit-gateway,08a96f96c710ce5fa814800f71eda20924014d3f6ed323a86352c78a8b6a0d8b,11856,15-comparisons-and-decision-guides/networking/02-vpc-connectivity-options.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",none identified,retained-as-canonical,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Administrator Access.md,study-note,Administrator Access,d1f55d96d503b9538cab6d29ef50431fd0e5e1156768efbb32df6feb38719e1b,6479,03-identity-governance-and-organizations/aws-iam/08-administrator-access-policy.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Alexa .md,study-note,Amazon Alexa,fe478beb118c83996c7027bfa775df395235db8758ea756b5431dfc7bb845fb3,4774,90-archive/ambiguous-services/amazon-alexa.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,moved-to-archive,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
